source,postId,title,company,bg,product,category,country,province,city,jobType,workYears,lastUpdateTime,responsibility,requirement,skills,sourceUrl,fetchedAt
Tencent Careers,2042262163011301376,腾讯游戏-服务采购经理（市场推广方向）-新星引力计划,Tencent,IEG,公共,行政支持,China,,深圳,full_time,三年以上工作经验,2026年06月12日,1.负责营销推广类（包括媒介投放，线下活动，公关传播，内容营销等）采购工作。包括供应商资源拓展及管理、价格管理、合同订单管理等，并善于利用数据做评估总结，不断优化采购效果；通过管理手段培养优秀稳定的供应资源池，挖掘并培养高潜力的供应商资源； 2.具备成本分析及管控能力，能有效完成采购成本节约KPI，并协助业务提升ROI； 3.帮助业务积极拓展、创新运作形式，洞察市场最热门资源，确保优质资源的供应保障； 4.收集分析市场及行业相关信息，制定采购策略，探索各种采购模式，并高效执行；通过流程优化，解决方案优化等提升整体的采购效率； 5.了解行业新玩法，针对业务需求提供有效的采购解决方案，并高效落地执行。,1.本科或以上学历，1年以上服务采购经验或相关工作经验，对采购理念和采购过程管理具有清晰的认知和深刻的理解；对互联网行业有基本认知； 2.有良好的协调和沟通能力，能够独立进行商务谈判、业务合作洽谈，独立推进工作落地； 3.学习能力强，善于系统性思考并使用创新性思维解决问题，逻辑性强； 4.具有较强的抗压能力和创新能力，乐于接受有挑战的工作，敢于突破常规模式；善于团队合作，热情、乐观积极； 5.能够熟练运用各种日常办公软件并具备良好的文档撰写能力。,,http://careers.tencent.com/jobdesc.html?postId=2042262163011301376,2026-07-20T14:33:38+08:00
Tencent Careers,2059145735269695488,《王者荣耀》UGC-技术美术-AIGC方向,Tencent,IEG,王者荣耀,技术,China,,深圳,full_time,五年以上工作经验,2026年05月26日,1.设计面向 3D 美术管线与 UGC 的 AI 工具链整体架构（MCP Agent 编排、服务接口、数据流），探索AI辅助内容制作与UGC落地场景； 2.设计 Agent 工作流（触发、工具调用、反馈闭环），对接并集成中台 AI 服务（LLM/内容生成/质量检查）与外部模型，封装为可复用的工具与 Agent，上线后基于数据持续迭代； 3.构建端到端自动化或半自动化工具链，覆盖 DCC（Maya/3ds Max）、Unity 编辑器与项目管理平台的AI辅助提效； 4.调研并落地 AI 辅助应用场景：材质/贴图生成与风格化、模型减面与 LOD 优化、命名与规范自动校验、批量导出/格式转换/贴图通道检查、资产自动化质检与监控体系等； 5.UGC-AIGC结合的应用场景和解决方案探索，降低内容制作门槛，提升内容品质与合规； 6.持续跟进行业AI发展，衔接游戏制作团队各项业务需求，与算法团队沟通服务能力与技术方案； 7.输出使用文档与培训，推动工具在团队落地。,1.5 年以上游戏或相关领域开发经验，熟悉 3D 美术资产流程（模型、材质、贴图、骨骼动画、规范与发布），了解引擎机制与渲染原理； 2.具备工具链、生产力平台或流水线开发经验；能独立拆解需求、设计工作流并量化效果； 3.熟练掌握 Python（首选）、 C#、C/C++； 4.有将 LLM、图像生成、内容审核等 AI 能力集成到实际业务流程的项目经验，能提供量化数据； 5.良好的产品思维与沟通协作能力，能在多团队环境中推进落地。,Python|C++|LLM|Security|Product|Design|Unity,http://careers.tencent.com/jobdesc.html?postId=2059145735269695488,2026-07-20T14:33:38+08:00
Tencent Careers,2029046823750103040,3D 动作游戏《狩》美术项目经理（APM）,Tencent,IEG,SOCH-端手互通,产品,China,,深圳,full_time,三年以上工作经验,2026年07月06日,1.负责美术项目管理框架的建设与优化，确保美术研发效能提升； 2.负责项目美术资源的计划、管理与交付，确保资源使用的合理性和高效性； 3.负责项目美术资产的管理，组织过程积累，确保资产的完整性和可追溯性； 4.协调美术团队与其他部门的工作，确保项目进度和质量； 5.制定和执行美术项目管理流程，持续改进项目管理方法。,1.具有3年以上游戏项目管理经验，熟悉美术研发流程和角色管线制作经验； 2.熟悉（美术）项目管理研发工具，如TAPD等； 3.具有独立负责游戏项目管理的经验，能够独立承担项目责任； 4.有端游研发经验优先，了解端游美术资源的管理和优化。,,http://careers.tencent.com/jobdesc.html?postId=2029046823750103040,2026-07-20T14:33:38+08:00
Tencent Careers,2033172783344812032,智能体-内容创作运营经理-WorkBuddy,Tencent,CSIG,腾讯云-Codebuddy,产品,China,,深圳,full_time,三年以上工作经验,2026年06月15日,1.负责AI产品相关技术内容创作，能拆解AI Agent技术原理，输出产品在开发场景的最佳实践内容，确保内容专业准确、逻辑清晰； 2.配合产品迭代节奏，同步产品功能亮点与技术优势，挖掘AI产品核心价值，输出适配营销场景的技术向内容（如案例解析、技术博客、行业洞察文章）； 3.建立并维护技术内容创作规范，保障内容风格统一、专业性与可读性兼具； 4.备注：base地可选深圳/北京/上海。,1.具备1-3年AI/科技领域技术写作经验者优先； 2.熟悉AI核心技术概念，能快速理解复杂技术架构与产品逻辑； 3.具备优秀的文字表达能力，兼顾专业性与通俗性，擅长将技术语言转化为易理解的内容； 4.掌握技术文档写作规范，有白皮书、技术博客、行业报告等内容产出案例者优先； 5.具备较强的协作能力与责任心，且有良好的细节把控与逻辑梳理能力。,Product|Marketing,http://careers.tencent.com/jobdesc.html?postId=2033172783344812032,2026-07-20T14:33:38+08:00
Tencent Careers,2077940723801567232,腾讯投资-投资运营高级分析师/经理-资产管理方向,Tencent,CDG,公共,战略与投资,China,,北京,full_time,三年以上工作经验,2026年07月17日,1.专注于投资项目的退出，按部门退出策略和退出规划推动并完成退出工作； 2.深入了解项目情况，与被投企业建立和维护良好的关系，促进合作； 3.支持资产管理总监完成退出路径与方案的设计； 4.与内部财法税和业务部门等团队合作推动项目退出。,1.4-6年工作经验，其中至少2年在PE/VC机构工作，投资和投后均可； 2.愿意以项目退出作为长期的工作方向； 3.较强的自我驱动力、责任心和执行力，能够在压力下有效工作，并达成目标； 4.良好的沟通能力和谈判技巧，能够与各方沟通合作，很强的分析问题和解决问题能力，有好奇心，具备乐观和开拓精神； 5.了解投后管理和退出所需的财务和法务知识； 6.中英文流利，优秀的中英文书写能力； 7.重点高校本科及以上学历。,Marketing|Design,http://careers.tencent.com/jobdesc.html?postId=2077940723801567232,2026-07-20T14:33:38+08:00
Tencent Careers,2010915915306262528,微信小店-后台开发工程师-交易基础(订单方向),Tencent,WXG,微信交易平台,技术,China,,广州,full_time,一年以上工作经验,2026年06月18日,1.负责微信小店交易基础能力的开发与维护，包括但不限于商品库、订单、营销、带货等； 2.负责微信小店与各场景连接的开发与维护，包括但不限于视频号、公众号等； 3.持续提升用户交易体验，完善商家经营能力； 4.确保系统的稳定性、可扩展性和安全性。,"1.本科及以上学历，计算机相关专业； 2.熟悉C/C++编译类语言, 有2年或以上服务端开发经验； 3.有电商业务开发经验者优先； 4.有海量服务开发、网络通信优化、计算性能优化经验者优先； 5.有类OI/ACM-ICPC竞赛背景优先； 6.希望你热爱编程，喜欢钻研技术，愿意深入思考，接受挑战。",C++|Security,http://careers.tencent.com/jobdesc.html?postId=2010915915306262528,2026-07-20T14:33:38+08:00
Tencent Careers,2010916224795561984,微信小店-后台开发工程师-推荐系统方向,Tencent,WXG,微信交易平台,技术,China,,广州,full_time,一年以上工作经验,2026年06月18日,1.负责微信小店的推荐系统后台工作，深入参与微信小店在各场景下的推荐业务； 2.针对业务特性，持续优化推荐链路性能； 3.共同参与产品设计，负责新特性的后台系统设计与实现，保障系统的稳定运行。,1.本科及以上学历，计算机相关专业； 2.1年以上Linux/Unix后台开发工作经验，有推荐系统开发经验者优先； 3.精通C/C++开发语言、常用算法和数据结构，具备扎实的编程基础； 4.熟悉TCP/UDP协议网络编程编程、shell脚本，能够熟练运用相关技术； 5.具有高并发、高性能服务系统设计经验及能力，能够应对复杂业务场景； 6.有海量服务、高性能、分布式系统设计及开发经验者优先； 7.良好的学习能力、沟通能力、团队协作能力、分析问题解决问题能力，责任心强。,C++|Linux|Microservices|Product|Design,http://careers.tencent.com/jobdesc.html?postId=2010916224795561984,2026-07-20T14:33:38+08:00
Tencent Careers,1997852392875511808,《王者荣耀》资深影视场景概念设计,Tencent,IEG,王者荣耀,设计,China,,成都,full_time,三年以上工作经验,2026年06月17日,1.负责王者荣耀大电影、动画剧集、CG动画的美术概念探索和设计； 2.负责与外部团队对接，代表IP方对影视动画中的场景概念设计进行沟通和反馈； 3.与王者荣耀影视动画组导演、视效制作等其他环节同事配合，共同完成动画的创作。,1.有5年以上影视动画或游戏领域的场景概念设计经验，熟悉影视动画的创作流程； 2.能够驾驭类似王者的近写实风格和主流动画电影的偏卡通概括风格； 3.设计经验丰富，绘画功底扎实，具备从前期概念探索到后期材质细节刻画的能力，具备较强的气氛把握能力； 4.热爱创作富有激情，对动漫作品、动画电影感兴趣并有较多涉猎； 5.沟通能力强，能积极有效串联内外部设计团队，合作意识强，有创新精神，抗压能力强。,Design,http://careers.tencent.com/jobdesc.html?postId=1997852392875511808,2026-07-20T14:33:38+08:00
Tencent Careers,1920396918077378560,微信视频号-发布器SDK高级研发工程师,Tencent,WXG,视频号短视频,技术,China,,广州,full_time,两年以上工作经验,2026年06月15日,团队介绍：我们负责微信视频号客户端(iOS和 Android)的短视频业务开发，负责提供视频号浏览体验，发表，视频图片编辑器，个人主页，广告等多个基础模块。期待对技术保持好奇，对用户体验有追求的小伙伴们加入，和我们一同追求卓越与创新，让书写的代码运行在海量用户的设备上，给用户带来更大的价值。 岗位职责 1.负责视频号发布器SDK中视频剪辑、特效拍摄新功能的研发，包括从结构设计到具体实现的一系列工作； 2.负责发布器SDK中渲染引擎、媒体处理引擎等底层机制的研发与维护，支持iOS / macOS / Android / Windows等多平台； 3.为终端发布器、素材制作工具等上层应用提供全面深入的技术支持，保证高质量的最终用户体验。,1.两年以上相关工作经验，熟练使用 C++ 编程语言，具备理解、调试较大规模 C++ 代码库的能力，有 C++ 跨平台 SDK 研发经验者优先，有 iOS / Android 研发经验者优先； 2.具备较好的软件设计能力，有开发高品质软件、编写高质量代码的自我要求； 3.有能力、有意愿进行深入的软件研发工作；善于学习新知识，善于探索并解决复杂问题； 4.熟悉常见视频剪辑与拍摄效果实现方案，熟悉图形 API（OpenGL / Metal等）、媒体API（AVFoundation / MediaCodec / FFmpeg等）者优先。,C++|Design|Android|iOS,http://careers.tencent.com/jobdesc.html?postId=1920396918077378560,2026-07-20T14:33:38+08:00
Tencent Careers,1993241635936428032,服务器部件计划工程师,Tencent,CSIG,腾讯云,技术,China,,深圳,full_time,三年以上工作经验,2026年06月26日,1.负责腾讯服务器商用核心部件（例如CPU、GPU、DRAM、SSD、网卡等）的计划和供应管理，包括安全库存管理、备货管理、日常供应商管理工作等； 2.负责腾讯自研核心部件的下层管理管理工作，包括从芯片到成卡的过程管理、ODM生产管理； 3.负责腾讯部件供应商的管理，以及部件供应商和整机供应商之间的协同合作； 4.负责腾讯部件供应管理的整体策略的制定和落地实施。,1.本科以上学历，10年以上供应链相关工作经验，有服务器核心部件行业相关工作经验； 2.熟悉半导体制程、工艺、流程，熟悉主力供应商的商业模式和布局； 3.熟悉常用的ODM工厂管理方法、供应商管理方法，并具有丰富的经验； 4.主观能动性强，富有激情，仔细认真，责任心强； 5.有团队管理经验优先。,Security,http://careers.tencent.com/jobdesc.html?postId=1993241635936428032,2026-07-20T14:33:38+08:00
Tencent Careers,1976128441346576384,企业微信-特征存储平台工程师-（成都/北京）,Tencent,WXG,企业微信SaaS,技术,China,,广州,full_time,三年以上工作经验,2026年06月17日,1.负责一站式特征平台的设计、研发与持续迭代，为算法团队提供特征生产、存储、上线、查询和管理的全链路服务； 2.构建高性能、高可用的流批一体特征存储平台，支持海量数据处理，保障高时效数据链路； 3.协同算法团队完成特征工程，支持多维特征构造与用户行为特征拼接，实现特征存储、版本管理等功能； 4.负责特征平台的任务、资源、成本等数据的收集与分析，开发自动化监控和展示功能，支持平台优化与决策。,1.本科及以上学历，计算机、电子通信或相关专业，3年以上平台化开发经验； 2.具备实时数据流系统开发经验，具备大规模存储系统设计经验，熟悉布式系统设计底层原理； 3.具备较强的业务沟通能力和跨团队协作能力，有较强的分析问题、解决问题和抗压能力； 4.具备特征工程、机器学习模型落地经验者优先，有广告、推荐等场景下的实时特征系统建设经验者优先； 5.该岗位支持base广州、成都、北京。,Machine Learning|Design,http://careers.tencent.com/jobdesc.html?postId=1976128441346576384,2026-07-20T14:33:38+08:00
Tencent Careers,1999409746435788800,《金铲铲之战》-官方社区运营,Tencent,IEG,英雄联盟掌上社区平台,产品,China,,深圳,full_time,一年以上工作经验,2026年06月17日,1.围绕《金铲铲之战》《云顶之弈》版本、赛事、节日等关键节点，规划掌盟自走棋用户运营策略、计划拆解及落地执行，对节点目标达成效果负责； 2.负责掌盟自走棋运营活动全链路策划与各事项落地，优化活动体验，提升参与度与核心数据； 3.搭建/迭代掌盟自走棋UGC生态（方向规划、激励机制、创作者挖掘扶持、爆款孵化、氛围营造），激发创作，沉淀优质内容，提升影响力与粘性； 4.负责掌盟各游戏大厅社群日常运营与体验优化，结合用户反馈推动功能功能迭代及优化、信息展示与互动玩法，提升活跃度、留存及核心功能渗透率； 5.基于用户需求与业务目标，策划功能方案（如互动工具、社交工具等），协同产品团队推动落地，强化社区体验与用户粘性。,1.本科及以上，1-3年互联网游戏社区运营经验；深度热爱并精通《金铲铲之战》《云顶之弈》，熟悉自走棋玩法、版本、赛事及核心玩家偏好、热点与“黑话梗”，具敏锐生态洞察力； 2.内容敏感、有网感，能捕捉用户兴趣与趋势；具备PUGC/UGC策划/生产/运营经验，善将产品亮点与用户需求转化为互动内容； 3.有丰富的KOL/核心创作者挖掘、签约、培养及运营经验；擅长分层运营、话题引导与激励，凝聚核心用户，提升活跃与归属感； 4.熟悉游戏社区/用户运营方法，有用户增长或活跃提升成功案例；有游戏平台/社区APP/大型游戏社区经验优先； 5.数据敏感，熟练使用数据分析工具，通过用户/活动/内容数据洞察问题，制定高效迭代策略； 6.具备社区产品功能策划基础，理解用户体验与业务逻辑，有从0到1推动功能落地经验者优先； 7.逻辑清晰、结构化分析解决问题；跨团队协作高效（产品/赛事/市场等）；学习快、适应强，自驱力高、责任心强，抗压且敢创新。,Product|Marketing,http://careers.tencent.com/jobdesc.html?postId=1999409746435788800,2026-07-20T14:33:38+08:00
Tencent Careers,1984457407304196096,元宝-大模型评测产品经理,Tencent,CSIG,元宝,产品,China,,北京,full_time,一年以上工作经验,2026年07月06日,1.自动评估体系建设：设计并搭建大模型自动评估体系，覆盖通用能力及专项能力（如推理、写作、语音、VLM 等）；构建评测指标体系与自动化评测流程，推动评测体系标准化、模块化、可扩展化； 2.Benchmark 研究与落地：跟踪国内外前沿大模型评测方法与 Benchmark，研究其评测维度与自动化机制；复现与改造高质量评测集，结合业务场景定制评测任务，确保评测的真实性与可复现性； 3.模型效果分析与策略优化：定期对不同版本模型进行系统评测与对比，输出详细分析报告，识别模型优势与薄弱点；针对记忆、写作、语音、多模态（VLM）等专项能力，设计细粒度评测指标与分析策略，支撑模型迭代方向； 4.用户数据分析与体验优化：持续监测与分析真实用户交互数据，挖掘模型表现的 badcase 与典型问题；与算法及产品团队协作，将用户侧问题转化为可量化的评测指标与优化方案；建立用户体验反馈与评测体系联动机制，推动模型效果持续提升与体验闭环优化； 5.跨团队协作与产品规划：与算法、工程、产品团队紧密配合，定义评测需求与指标体系，推动自动评测体系在实际业务与模型研发中的落地，形成评测 → 分析 → 优化的完整闭环。,1.本科及以上学历，计算机科学、人工智能、数据科学、语言学或相关专业优先； 2.熟悉 Python / LLM API / LangChain 流程，有独立搭建自动评估或数据分析管线经验； 3.有 benchmark 构建或论文发表经验（参与自动评估、评测集复现或指标体系设计）者优先； 4.熟悉 AI 搜索、对话评估、生成质量、语音、VLM 等领域评测或策略者优先； 5.具备 用户行为数据分析能力，能基于交互日志识别模型缺陷、抽象问题类型并制定优化方案； 6.能独立产出评测报告与用户体验分析文档，将技术评估结果转化为产品优化策略； 7.具备良好的英文论文阅读能力和跨团队沟通协调能力。,Python|LLM|Product|Design,http://careers.tencent.com/jobdesc.html?postId=1984457407304196096,2026-07-20T14:33:38+08:00
Tencent Careers,1927639956445069312,微信读书/输入法/秒剪-AI 应用客户端开发工程师,Tencent,WXG,微信读书,技术,China,,广州,full_time,一年以上工作经验,2026年06月22日,1.推进微信读书或微信输入法 AI 应用的端侧落地与优化，探索端侧 AI 推理、端云协同智能等技术方案，增强产品核心竞争力。​； 2.负责微信读书或微信输入法 iOS/Android 客户端核心模块的开发与维护，开展性能调优及技术难点攻坚，保障客户端稳定高效运行。​； 3.参与产品专项技术调研与新技术探索，评估技术可行性，为客户端功能迭代与体验优化提供技术支撑。​； 4.参与客户端性能与稳定性体系建设，开发配套工具，保障软件质量，提升团队研发效率。,1.计算机相关专业本科及以上学历，一年以上客户端应用开发经验； 2.熟悉 Objective-C / Swift 或 Java / Kotlin ，熟悉 iOS 或 Android 开发，有扎实的算法和数据结构功底，对具体平台有深入了解，iOS 和 Android都有经验者优先； 3.具有良好的工程素养，包括但不限于文档撰写能力，单元测试能力，版本管理能力。,Java|Testing|Product|Android|iOS,http://careers.tencent.com/jobdesc.html?postId=1927639956445069312,2026-07-20T14:33:38+08:00
Tencent Careers,2044767385084395520,《怪物猎人：旅人》-服务器开发工程师-（新星引力计划）,Tencent,IEG,怪物猎人-手游APP-海外发行,技术,China,,深圳,full_time,两年以上工作经验,2026年04月20日,1.负责服务器业务系统和运营需求的设计和开发； 2.负责服务器部分通用组件和框架的设计和开发； 3.负责日常版本发布、研发效能工具的建设。,1.本科及以上学历，精通C/C++开发，2年以上linux系统下的工作经验；有go语言、微服务和大型多人在线游戏服务器开发经验者优先； 2.熟悉linux网络编程，海量承载和分布式系统开发，有海外系统开发和部署经验的优先； 3.熟悉常用mysql、nosql数据库开发； 4.具备较强的分析、解决问题的能力，具有较强的探索精神、优化意识； 5.热爱游戏行业，具备良好的沟通能力、团队协作能力，自驱力强，抗压能力强。,Go|C++|SQL|Linux|Microservices|Marketing|Design,http://careers.tencent.com/jobdesc.html?postId=2044767385084395520,2026-07-20T14:33:38+08:00
Tencent Careers,1945294221971922944,管线数据工程师（深圳/北京）,Tencent,TEG,大数据(数据计算平台部),技术,China,,深圳,full_time,三年以上工作经验,2026年06月17日,1.面向预训练、后训练数据管线，设计并实现高效的数据处理平台。单管线上，通过算子编排形成数据计算、存储、一体化符合大模型训练的管线平台，平台级别上，通过存储、计算优化实现平台产能提升； 2.计算方向，提升平台级别计算效率，通过海量数据、任务、资源、合理化系统设计，抽象，对各个可编排算子的合并、拆分，达成易用性和计算性能平衡。对热点的算子，考虑单点优化以及公共服务的方式达到平台级性能提升； 3.存储方向，构建服务于整个预训练和后训练的dataset，优化海量存储管理与访问方案（对象存储分层、冷热分层、缓存策略、数据压缩与列式格式优化、读写并发控制、成本与生命周期管理）； 4.编写技术文档、最佳实践与性能评估报告，推动能力沉淀与工具链升级。,1.本科/硕士及以上学历，有大模型管线架构、优化、存储等全链路万亿级数据计算存储经验； 2.精通 Python／C++／Java 中至少一种，有良好工程化编码能力与测试习惯； 3.熟悉端到端数据管线、数据版本控制、数据血缘与可观测性（例如 DVC、MLflow、Delta Lake、Data Catalog、审计/溯源）； 4.熟练使用并调优分布式批处理框架（Spark、Ray、Flink、Dask 等）以处理海量数据； 5.具备良好的沟通能力、跨团队协作与 owner 意识，能推动复杂平台能力落地。,Java|Python|C++|Redis|Microservices|Big Data|LLM|Testing|Design,http://careers.tencent.com/jobdesc.html?postId=1945294221971922944,2026-07-20T14:33:38+08:00
Tencent Careers,1940979466197139456,天美游戏广告分析师,Tencent,IEG,公共,产品,China,,深圳,full_time,一年以上工作经验,2026年06月12日,1.负责游戏广告下单工作，与广告优化师保持紧密对接，确保投放计划高效执行； 2.管理主流媒体投放进度和结果，根据项目目标和市场动态合理分配预算，实时监控预算使用情况并进行动态调整； 3.对广告投放效果进行多维度分析，包括流量质量、转化率、ROI等，输出专业的分析报告，为优化投放策略提供数据支持； 4.基于投放数据和市场趋势，探索提升投放效率和利润的方法，不断优化投放模型和策略，驱动业务增长。,1.热爱游戏，有丰富的游戏经历，熟悉各类游戏产品特点和玩家群体特征； 2.熟悉互联网广告投放流程，了解主流广告投放平台的规则； 3.对数据敏感，具备严谨的逻辑思维能力和扎实的数据分析能力，能够从数据中发现问题并提出解决方案，能独立输出完整分析报告； 4.有较强的抗压能力，有较强的沟通协同，跨团队协作能力。,Product|Marketing,http://careers.tencent.com/jobdesc.html?postId=1940979466197139456,2026-07-20T14:33:38+08:00
Tencent Careers,2077347119940939776,QQ-Agent产品经理,Tencent,PCG,QQ,产品,China,,深圳,full_time,一年以上工作经验,2026年07月17日,1.负责QQ Agent产品规划与迭代，构建以用户需求为中心的智能交互体验； 2.深入理解用户场景，推动产品在消息提醒、好友状态感知、社交关系拓展等场景应用落地； 3.结合用户行为与反馈，持续优化RAG、Tools、Memory等能力，提升Agent的精准性与个性化水平； 4.协同算法、工程、设计等团队，高效推进产品方案从设计到上线的全过程。,1.本科及以上学历，3年以上产品经理工作经验，有AI Agent、大模型应用或智能助手类产品经验者优先； 2.熟悉自然语言处理、意图理解、Agent架构等技术原理，有一定的技术理解能力； 3.具备较强的逻辑思维与系统设计能力，能够将复杂场景转化为清晰的产品路径； 4.有社交类产品或Agent相关项目从0到1落地经验优先。,NLP|LLM|RAG|Product|Design,http://careers.tencent.com/jobdesc.html?postId=2077347119940939776,2026-07-20T14:33:38+08:00
Tencent Careers,1998689729905844224,腾讯视频-AIGC算法研究员-(深圳)(杭州),Tencent,PCG,腾讯视频,技术,China,,北京,full_time,五年以上工作经验,2026年07月06日,1.通过对生成模型（图像/音视频/多模态/3D视觉等）的研究，解决目前算法在生成质量、多样性、可控性、生成效率等上的问题，探索生成模型的突破性技术； 2.从事图像/音视频/多模态/3D视觉领域算法模型的训练和研发，应用于腾讯视频相关的内容创作和用户体验提升； 3.结合自有产品和业务需求，从生成模型迭代、可控模块研发，性能加速等方面优化模型，解决面向业务场景的应用和落地时的关键算法问题，并最终有效改善用户体验和生产效能，协助算法的产品化落地。,1.计算机、人工智能、数学等相关专业的全日制本科（优先），研究生及以上学历； 2.具有扎实的计算机视觉或机器学习算法基础，有相关方向顶级论文者优先； 3.熟练掌握机器学习和深度学习的基本原理，熟悉常见的生成模型组件和框架，包括 GAN、VAE、Transformer、Diffusion Model等； 4.熟悉模型的可控生成，在图像、音视频、3D视觉等可控生成方向有具体实践经验者优先； 5.熟悉CLIP、MLLM等跨模态表征模型，有NLP、多模态等方向上实践经验优先； 6.具备较强的学习能力、清晰的逻辑思维能力和出色的沟通能力，有强烈的好奇心。,Machine Learning|Deep Learning|NLP|LLM|Product|Design,http://careers.tencent.com/jobdesc.html?postId=1998689729905844224,2026-07-20T14:33:38+08:00
Tencent Careers,2042899603153645568,QQ飞车手游-活跃运营-新星引力计划,Tencent,IEG,QQ飞车手游,产品,China,,深圳,full_time,两年以上工作经验,2026年06月12日,1.根据运营节奏及版本内容，制定合理的版本规划与活动排期，跟踪活动上线后的核心数据表现，基于数据反馈快速迭代优化活动方案； 2.熟悉游戏资源管线（高效协调资源产出节奏；通过资源创新与形式创新持续提升运营活动效果，达成游戏运营目标； 3.负责游戏内用户活动相关的系统设计，包括从策划案、配置到开发跟进、测试验收、正式上线的全过程，与策划、美术、开发、测试等团队紧密协作，把控活动品质与上线节奏； 4.熟悉游戏宣发常用手段，根据运营节点和版本需求，输出完整的活动包装方案，包括活动主题、视觉方向、传播节奏与渠道策略； 5.关注心用户群体的行为特征与偏好，结合用户分层（新用户/回流/核心/付费用户等）制定差异化运营策略。,1.本科及以上学历，1-3年游戏运营、活动策划或相关岗位工作经验，熟悉国内手游市场，了解休闲竞技游戏的运营模式； 2.具备良好的数据分析能力，能独立完成活动数据复盘，善于从数据中发现问题并推动优化； 3.具备一定的研发理解能力，能与美术、开发、测试等各环节无障碍沟通，熟悉游戏的研发流程与版本迭代节奏； 4.有敏锐的市场嗅觉，能及时把握行业热点、社会热点与玩家情绪，转化为运营创意； 5.自驱力强，具备良好的项目管理意识和跨团队协作能力，能在多线程并行的工作环境中有条不紊地推进任务； 6.有成功产品运营经验或熟悉竞速类产品（如QQ飞车、跑跑卡丁车、极品飞车等）者优先。,Testing|Product|Marketing|Design,http://careers.tencent.com/jobdesc.html?postId=2042899603153645568,2026-07-20T14:33:38+08:00
Tencent Careers,1985646689100386304,和平精英--游戏研发项目经理-新星引力计划,Tencent,IEG,和平精英手游,产品,China,,深圳,full_time,一年以上工作经验,2026年06月15日,1.版本管理与协调 ：协助制定游戏版本计划与排期，跟踪版本进度，确保发布流程有序、高效； 2.发布与版本交付 ：负责线上版本的构建、部署及渠道提审等具体操作，保障版本稳定、顺利交付； 3.研发专项管理 ：参与研发效能专项，协助推进流程改进与工具平台的应用落地，助力团队效率提升。,1.学历专业 ：本科及以上学历，计算机、软件工程、通信或相关专业； 2.知识基础 ：熟悉软件工程基础知识，对敏捷开发、项目管理流程有基本认知； 3.核心素质 ：执行力强，责任心高，良好的沟通能力，具备出色的主动学习能力和团队协作精神，能适应项目攻坚节奏并及时响应紧急事件； 4.行业热情 ：对游戏行业有浓厚兴趣，并渴望在该领域长期发展。,,http://careers.tencent.com/jobdesc.html?postId=1985646689100386304,2026-07-20T14:33:38+08:00
Tencent Careers,2010964147860295680,《王者荣耀》国际版-交互设计师,Tencent,IEG,王者荣耀海外版,设计,China,,成都,full_time,三年以上工作经验,2026年06月17日,1.负责《王者荣耀》国际版（HOK）的交互设计，能够独立解读业务逻辑复杂的需求，独立进行全流程设计； 2.基于从市场和区域玩家特征，进行设计分析与方案产出； 3.跟进最终界面效果呈现和品质与体验验收，关注界面清晰度和简洁性； 4.持续关注玩家体验反馈，跟进用户研究和测试，挖掘体验痛点，主动推进体验的迭代优化； 5.熟悉和推动交互设计规范的应用落地。,1.本科及以上学历，交互设计、工业设计等相关专业优先； 2.具有3年以上游戏交互设计经验，有过相似游戏品类设计经验； 3.熟悉Figma等主流交互原型工具，能够制作可操作交互原型Demo； 4.逻辑清晰，学习力强，善于观察和思考分析； 5.理解力强，有良好的产品需求理解能力和方案沟通能力； 6.具有设计敏锐度、创意能力，情感化设计能力； 7.有良好的适应性和责任心，能够快速融入团队； 8.热爱游戏，对moba品类有一定了解，有moba游戏体验经验。,Testing|Product|Design,http://careers.tencent.com/jobdesc.html?postId=2010964147860295680,2026-07-20T14:33:38+08:00
Tencent Careers,1805497220284293120,腾讯地图-多模态大模型建图算法专家​,Tencent,CSIG,腾讯地图位置服务产品,技术,China,,北京,full_time,五年以上工作经验,2026年06月12日,1.参与地图自动化制图系统的核心算法研发，包括遥感/街景/轨迹等多源数据下的2D/3D目标检测、语义分割、矢量要素提取、拓扑关系建模等任务； 2.探索多模态大模型与AIGC技术在地图内容生成、编辑与更新中的应用，如：基于视觉-语言模型的地图要素理解，利用AIGC技术进行地图要素的自动化标注与矢量生成，端到端地图构建技术（如MapTR、VectorMapNet等）的研发与优化； 3.将感知与大模型算法落地于轻量化地图产品或车道级地图生产流程，实现高效率、低成本的自动化建图系统； 4.参与地图构建全流程的算法优化，包括数据清洗、坐标校准、多源数据融合、地图更新等环节的系统性提升。,1.硕士及以上学历，具备5年以上计算机视觉、地图构建或相关算法研发经验，拥有大模型相关项目经验者优先； 2.扎实的深度学习与CV基础，精通PyTorch等主流框架，具备大模型训练/微调经验（如多模态模型、LLM、AIGC模型）； 3.熟悉大模型相关技术栈，具备出色的编程能力，熟练使用Python或C++，具备良好的工程实现和算法优化能力； 4.具备大型地图数据生产系统或在线服务系统的落地经验，理解地图数据的生命周期与质量体系； 5.对地理空间智能有浓厚兴趣，具备系统思维、产品意识和跨团队协作能力，能将前沿AI技术转化为可用的地图服务。,Python|C++|Machine Learning|Deep Learning|LLM|Product|Design,http://careers.tencent.com/jobdesc.html?postId=1805497220284293120,2026-07-20T14:33:38+08:00
