application_id,resume_id,job_record_id,job_title,company,source_id,matched_skills,missing_skills,skill_match_rate,dimension_match_rate,experience_match_score,education_match_score,relative_ability_score,success_probability,outcome_label,scoring_basis,scored_at
synthetic:resume-java-001:tencent_careers:2043637366815617024,resume-java-001,tencent_careers:2043637366815617024,腾讯游戏MagicAI -AI Agent开发工程师-游戏领域,Tencent,tencent_careers,Design,Python|Go|C++|Machine Learning|LLM|RAG|Unity,0.125,0.75,0.75,0.35,44.12,0.3271,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059565107003961344,resume-ai-001,tencent_careers:2059565107003961344,CSIG腾讯云To C市场营销经理,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059565107003961344,resume-java-001,tencent_careers:2059565107003961344,CSIG腾讯云To C市场营销经理,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2047239002926510080,resume-ai-001,tencent_careers:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,Tencent,tencent_careers,LLM|RAG,SQL|Big Data|Data Warehouse|Security|Product|Marketing|Design|Prompt Engineering,0.2,0.2,0.0,1.0,28.0,0.1736,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2047239002926510080,resume-java-001,tencent_careers:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,Tencent,tencent_careers,SQL|Design,Big Data|Data Warehouse|LLM|RAG|Security|Product|Marketing|Prompt Engineering,0.2,0.4,1.0,1.0,52.0,0.4226,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059105207819874304,resume-ai-001,tencent_careers:2059105207819874304,J3-UE5动作游戏-3D美术负责人,Tencent,tencent_careers,,Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059105207819874304,resume-java-001,tencent_careers:2059105207819874304,J3-UE5动作游戏-3D美术负责人,Tencent,tencent_careers,Design,,1.0,1.0,0.375,1.0,87.5,0.8226,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2039987609761120256,resume-ai-001,tencent_careers:2039987609761120256,Project W-AI引擎工程师,Tencent,tencent_careers,Python|LLM,Go|C++|JavaScript|Product|Design|Unity,0.25,0.4,0.0,0.35,27.75,0.1718,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2039987609761120256,resume-java-001,tencent_careers:2039987609761120256,Project W-AI引擎工程师,Tencent,tencent_careers,Design,Python|Go|C++|JavaScript|LLM|Product|Unity,0.125,0.6,1.0,0.35,46.12,0.3504,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061649060066148352,resume-ai-001,tencent_careers:2061649060066148352,Data/AI Engineer Intern 107564,Tencent,tencent_careers,Python|LLM|RAG,Go|C++|Docker|Kubernetes|Machine Learning|Design|Unity|iOS|Testing,0.25,0.3333,0.55,1.0,43.32,0.3179,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061649060066148352,resume-java-001,tencent_careers:2061649060066148352,Data/AI Engineer Intern 107564,Tencent,tencent_careers,Design,Python|Go|C++|Docker|Kubernetes|Machine Learning|LLM|RAG|Unity|iOS|Testing,0.0833,0.5,0.75,1.0,43.15,0.316,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061120570233372672,resume-ai-001,tencent_careers:2061120570233372672,Tencent Cloud - Senior Pre-sales Solution Architect (Malaysia),Tencent,tencent_careers,,Go|Design|Unity|Security|Product,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061120570233372672,resume-java-001,tencent_careers:2061120570233372672,Tencent Cloud - Senior Pre-sales Solution Architect (Malaysia),Tencent,tencent_careers,Design,Go|Unity|Security|Product,0.2,0.6,0.75,1.0,50.4,0.4025,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2046790708928606208,resume-ai-001,tencent_careers:2046790708928606208,魔方在研轻动作游戏-客户端开发工程师,Tencent,tencent_careers,,C++|Marketing,0.0,0.5,0.0,1.0,25.0,0.1524,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2046790708928606208,resume-java-001,tencent_careers:2046790708928606208,魔方在研轻动作游戏-客户端开发工程师,Tencent,tencent_careers,,C++|Marketing,0.0,0.5,1.0,1.0,45.0,0.3372,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061301755790143488,resume-ai-001,tencent_careers:2061301755790143488,"Global Communications Manager, Games",Tencent,tencent_careers,,Go|Marketing|Design|Unity|iOS|Product,0.0,0.25,0.55,1.0,30.4,0.1923,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061301755790143488,resume-java-001,tencent_careers:2061301755790143488,"Global Communications Manager, Games",Tencent,tencent_careers,Design,Go|Marketing|Unity|iOS|Product,0.1667,0.75,0.75,1.0,51.9,0.4214,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061278734488616960,resume-ai-001,tencent_careers:2061278734488616960,文案策划,Tencent,tencent_careers,,Product,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061278734488616960,resume-java-001,tencent_careers:2061278734488616960,文案策划,Tencent,tencent_careers,,Product,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2057357123435802624,resume-ai-001,tencent_careers:2057357123435802624,《粒粒的小人国》-内容生态运营,Tencent,tencent_careers,,Testing|Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2057357123435802624,resume-java-001,tencent_careers:2057357123435802624,《粒粒的小人国》-内容生态运营,Tencent,tencent_careers,,Testing|Product|Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1983879940285816832,resume-ai-001,tencent_careers:1983879940285816832,《三角洲行动》-电竞宣发运营,Tencent,tencent_careers,,Marketing|Design|Product,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1983879940285816832,resume-java-001,tencent_careers:1983879940285816832,《三角洲行动》-电竞宣发运营,Tencent,tencent_careers,Design,Marketing|Product,0.3333,0.5,1.0,0.35,53.5,0.4418,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2034409543693398016,resume-ai-001,tencent_careers:2034409543693398016,Senior Solution Architect,Tencent,tencent_careers,Python,Java|Go|Design|Excel|Unity|Big Data|Product,0.125,0.1667,0.55,1.0,34.36,0.2263,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2034409543693398016,resume-java-001,tencent_careers:2034409543693398016,Senior Solution Architect,Tencent,tencent_careers,Java|Design,Python|Go|Excel|Unity|Big Data|Product,0.25,0.6667,0.75,1.0,53.98,0.448,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2055136910791327744,resume-ai-001,tencent_careers:2055136910791327744,Project T-游戏战斗策划（3C 方向）,Tencent,tencent_careers,,Design|Product,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2055136910791327744,resume-java-001,tencent_careers:2055136910791327744,Project T-游戏战斗策划（3C 方向）,Tencent,tencent_careers,Design,Product,0.5,0.5,1.0,1.0,67.5,0.621,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060290109726699520,resume-ai-001,tencent_careers:2060290109726699520,Senior Counsel,Tencent,tencent_careers,,Go|Design|Excel|Unity|Security|Product,0.0,0.1667,0.55,1.0,28.73,0.1792,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060290109726699520,resume-java-001,tencent_careers:2060290109726699520,Senior Counsel,Tencent,tencent_careers,Design,Go|Excel|Unity|Security|Product,0.1667,0.5,0.75,1.0,46.9,0.3596,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060574127194030080,resume-ai-001,tencent_careers:2060574127194030080,手游数值策划,Tencent,tencent_careers,,Product|Marketing|Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060574127194030080,resume-java-001,tencent_careers:2060574127194030080,手游数值策划,Tencent,tencent_careers,Design,Product|Marketing,0.3333,0.5,0.6,1.0,52.0,0.4226,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060193132812873728,resume-ai-001,tencent_careers:2060193132812873728,《逆战：未来》客户端开发工程师（怪物）,Tencent,tencent_careers,,C++|Design,0.0,0.5,0.0,0.35,18.5,0.1136,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060193132812873728,resume-java-001,tencent_careers:2060193132812873728,《逆战：未来》客户端开发工程师（怪物）,Tencent,tencent_careers,Design,C++,0.5,1.0,1.0,0.35,71.0,0.6628,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061268759582257152,resume-ai-001,tencent_careers:2061268759582257152,SLG-游戏动效设计师,Tencent,tencent_careers,,Product|Marketing|Design|Unity,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061268759582257152,resume-java-001,tencent_careers:2061268759582257152,SLG-游戏动效设计师,Tencent,tencent_careers,Design,Product|Marketing|Unity,0.25,0.6667,1.0,0.35,53.08,0.4364,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060365589716844544,resume-ai-001,tencent_careers:2060365589716844544,Tencent Cloud - B2B Marketing Manager (Thailand),Tencent,tencent_careers,,Go|Marketing|Design|Excel|Unity|Security,0.0,0.1667,0.55,1.0,28.73,0.1792,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060365589716844544,resume-java-001,tencent_careers:2060365589716844544,Tencent Cloud - B2B Marketing Manager (Thailand),Tencent,tencent_careers,Design,Go|Marketing|Excel|Unity|Security,0.1667,0.5,0.75,1.0,46.9,0.3596,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060259938076377088,resume-ai-001,tencent_careers:2060259938076377088,高品质ARPG端游 Gameplay 开发工程师,Tencent,tencent_careers,,Go|C++|Testing|Product|Design|iOS,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060259938076377088,resume-java-001,tencent_careers:2060259938076377088,高品质ARPG端游 Gameplay 开发工程师,Tencent,tencent_careers,Design,Go|C++|Testing|Product|iOS,0.1667,0.6,0.75,1.0,48.9,0.3839,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1925098614900785152,resume-ai-001,tencent_careers:1925098614900785152,腾讯游戏-多模态模型算法工程师-新星引力计划,Tencent,tencent_careers,Python,Machine Learning|Deep Learning,0.3333,1.0,0.0,0.35,43.5,0.32,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1925098614900785152,resume-java-001,tencent_careers:1925098614900785152,腾讯游戏-多模态模型算法工程师-新星引力计划,Tencent,tencent_careers,,Python|Machine Learning|Deep Learning,0.0,0.5,1.0,0.35,38.5,0.2662,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060395813233930240,resume-ai-001,tencent_careers:2060395813233930240,Senior Strategic Sales Executive,Tencent,tencent_careers,,Go|Marketing|Design|Unity|Security,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060395813233930240,resume-java-001,tencent_careers:2060395813233930240,Senior Strategic Sales Executive,Tencent,tencent_careers,Design,Go|Marketing|Unity|Security,0.2,0.6,0.75,1.0,50.4,0.4025,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061281963460964352,resume-ai-001,tencent_careers:2061281963460964352,《逆战：未来》3D动作设计师（怪物）,Tencent,tencent_careers,,Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061281963460964352,resume-java-001,tencent_careers:2061281963460964352,《逆战：未来》3D动作设计师（怪物）,Tencent,tencent_careers,Design,,1.0,1.0,1.0,1.0,100.0,0.8988,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061482951337750528,resume-ai-001,tencent_careers:2061482951337750528,Overseas Game Operations (SRE) Intern 107588,Tencent,tencent_careers,Python|RAG,Go|SQL|Redis|Kubernetes|Linux|Design|Unity,0.2222,0.3333,0.55,1.0,42.07,0.304,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061482951337750528,resume-java-001,tencent_careers:2061482951337750528,Overseas Game Operations (SRE) Intern 107588,Tencent,tencent_careers,SQL|Redis|Design,Python|Go|Kubernetes|Linux|RAG|Unity,0.3333,0.6667,0.75,1.0,57.73,0.4965,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2026503373121024000,resume-ai-001,tencent_careers:2026503373121024000,腾讯视频-产品leader,Tencent,tencent_careers,,Product|Marketing|Design,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2026503373121024000,resume-java-001,tencent_careers:2026503373121024000,腾讯视频-产品leader,Tencent,tencent_careers,Design,Product|Marketing,0.3333,0.5,1.0,0.35,53.5,0.4418,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2044246233480069120,resume-ai-001,tencent_careers:2044246233480069120,QQ-#后台AI应用开发工程师#,Tencent,tencent_careers,,Java|Go|C++|SQL|Redis|Microservices|Product|Marketing|Design,0.0,0.2,0.0,0.35,12.5,0.0858,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2044246233480069120,resume-java-001,tencent_careers:2044246233480069120,QQ-#后台AI应用开发工程师#,Tencent,tencent_careers,Java|SQL|Redis|Microservices|Design,Go|C++|Product|Marketing,0.5556,0.8,1.0,0.35,69.5,0.6452,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2057645670608846848,resume-ai-001,tencent_careers:2057645670608846848,微信支付-基础支付产品经理,Tencent,tencent_careers,,Security|Product,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2057645670608846848,resume-java-001,tencent_careers:2057645670608846848,微信支付-基础支付产品经理,Tencent,tencent_careers,,Security|Product,0.0,0.0,1.0,1.0,35.0,0.2322,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2055136459966562304,resume-ai-001,tencent_careers:2055136459966562304,《洛克王国：世界》-游戏交互设计师,Tencent,tencent_careers,,Design,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2055136459966562304,resume-java-001,tencent_careers:2055136459966562304,《洛克王国：世界》-游戏交互设计师,Tencent,tencent_careers,Design,,1.0,1.0,1.0,0.35,93.5,0.8637,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059816928624689152,resume-ai-001,tencent_careers:2059816928624689152,智能体-商业化生态运营经理-CodeBuddy/WorkBuddy,Tencent,tencent_careers,,Product|Marketing|Design,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059816928624689152,resume-java-001,tencent_careers:2059816928624689152,智能体-商业化生态运营经理-CodeBuddy/WorkBuddy,Tencent,tencent_careers,Design,Product|Marketing,0.3333,0.5,1.0,0.35,53.5,0.4418,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060193134817755136,resume-ai-001,tencent_careers:2060193134817755136,《逆战：未来》客户端开发工程师（研效）,Tencent,tencent_careers,,C++|Unity,0.0,0.5,0.0,1.0,25.0,0.1524,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060193134817755136,resume-java-001,tencent_careers:2060193134817755136,《逆战：未来》客户端开发工程师（研效）,Tencent,tencent_careers,,C++|Unity,0.0,1.0,1.0,1.0,55.0,0.4611,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060335401620652032,resume-ai-001,tencent_careers:2060335401620652032,Senior Strategic Sales Executive,Tencent,tencent_careers,,Go|Design|Excel|Unity|Security|Product,0.0,0.1667,0.55,1.0,28.73,0.1792,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060335401620652032,resume-java-001,tencent_careers:2060335401620652032,Senior Strategic Sales Executive,Tencent,tencent_careers,Design,Go|Excel|Unity|Security|Product,0.1667,0.5,0.75,1.0,46.9,0.3596,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2044962246391660544,resume-ai-001,tencent_careers:2044962246391660544,《洛克王国：世界》-游戏测试开发工程师,Tencent,tencent_careers,,Testing|Security|Product|Design,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2044962246391660544,resume-java-001,tencent_careers:2044962246391660544,《洛克王国：世界》-游戏测试开发工程师,Tencent,tencent_careers,Design,Testing|Security|Product,0.25,0.25,1.0,0.35,44.75,0.3343,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2052636510397837312,resume-ai-001,tencent_careers:2052636510397837312,腾讯视频-动漫市场营销,Tencent,tencent_careers,,Marketing,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2052636510397837312,resume-java-001,tencent_careers:2052636510397837312,腾讯视频-动漫市场营销,Tencent,tencent_careers,,Marketing,0.0,0.0,1.0,1.0,35.0,0.2322,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059817052763504640,resume-ai-001,tencent_careers:2059817052763504640,QClaw-端侧AI模型推理加速专家（深圳/北京/上海）,Tencent,tencent_careers,Python|LLM,C++|Redis,0.5,0.6667,0.0,1.0,50.83,0.4079,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059817052763504640,resume-java-001,tencent_careers:2059817052763504640,QClaw-端侧AI模型推理加速专家（深圳/北京/上海）,Tencent,tencent_careers,Redis,Python|C++|LLM,0.25,0.6667,0.6,1.0,51.58,0.4173,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059655909721948160,resume-ai-001,tencent_careers:2059655909721948160,Senior Business Development Manager,Tencent,tencent_careers,,Go|Product|Design|Excel|Unity|iOS,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059655909721948160,resume-java-001,tencent_careers:2059655909721948160,Senior Business Development Manager,Tencent,tencent_careers,Design,Go|Product|Excel|Unity|iOS,0.1667,0.6,0.75,1.0,48.9,0.3839,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2043890003045679104,resume-ai-001,tencent_careers:2043890003045679104,游戏AI-数据挖掘算法专家,Tencent,tencent_careers,,Big Data|Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2043890003045679104,resume-java-001,tencent_careers:2043890003045679104,游戏AI-数据挖掘算法专家,Tencent,tencent_careers,,Big Data|Product|Marketing,0.0,0.5,1.0,0.35,38.5,0.2662,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061281883236511744,resume-ai-001,tencent_careers:2061281883236511744,《逆战：未来》3D特效设计师（商业化/角色）,Tencent,tencent_careers,,Marketing|Design|Unity,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061281883236511744,resume-java-001,tencent_careers:2061281883236511744,《逆战：未来》3D特效设计师（商业化/角色）,Tencent,tencent_careers,Design,Marketing|Unity,0.3333,0.6667,1.0,1.0,63.33,0.5689,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059914191619403776,resume-ai-001,tencent_careers:2059914191619403776,Project T-游戏主美（UE5单机方向）,Tencent,tencent_careers,,Product|Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059914191619403776,resume-java-001,tencent_careers:2059914191619403776,Project T-游戏主美（UE5单机方向）,Tencent,tencent_careers,Design,Product,0.5,0.5,1.0,1.0,67.5,0.621,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2045768667379171328,resume-ai-001,tencent_careers:2045768667379171328,Project T UE5 客户端开发工程师（游戏 AI）,Tencent,tencent_careers,,C++|Testing|Design,0.0,0.3333,0.55,1.0,32.67,0.2113,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2045768667379171328,resume-java-001,tencent_careers:2045768667379171328,Project T UE5 客户端开发工程师（游戏 AI）,Tencent,tencent_careers,Design,C++|Testing,0.3333,0.6667,0.75,1.0,58.33,0.5043,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2056949438349488128,resume-ai-001,tencent_careers:2056949438349488128,Technology Platform-游戏机器学习研究工程师,Tencent,tencent_careers,LLM,Machine Learning|Marketing|Design,0.25,0.3333,0.0,1.0,32.92,0.2134,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2056949438349488128,resume-java-001,tencent_careers:2056949438349488128,Technology Platform-游戏机器学习研究工程师,Tencent,tencent_careers,Design,Machine Learning|LLM|Marketing,0.25,0.3333,1.0,1.0,52.92,0.4343,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2059972998932377600,resume-ai-001,tencent_careers:2059972998932377600,Senior Solution Architect - EdgeOne,Tencent,tencent_careers,RAG,Go|Design|Excel|Unity|Security|Product,0.1429,0.2857,0.55,1.0,37.54,0.2566,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2059972998932377600,resume-java-001,tencent_careers:2059972998932377600,Senior Solution Architect - EdgeOne,Tencent,tencent_careers,Design,Go|RAG|Excel|Unity|Security|Product,0.1429,0.4286,0.75,1.0,44.4,0.3302,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2060274994654658560,resume-ai-001,tencent_careers:2060274994654658560,海外游戏市场与用户研究经理 (日文),Tencent,tencent_careers,,Go|Product|Marketing|Design|Excel|Unity|iOS,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2060274994654658560,resume-java-001,tencent_careers:2060274994654658560,海外游戏市场与用户研究经理 (日文),Tencent,tencent_careers,Design,Go|Product|Marketing|Excel|Unity|iOS,0.1429,0.6,0.75,1.0,47.83,0.3708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2052651209327820800,resume-ai-001,tencent_careers:2052651209327820800,3D动作策略游戏《虚环》-资深3D动效设计师,Tencent,tencent_careers,RAG,Go|Design|Unity,0.25,0.5,0.0,1.0,36.25,0.244,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2052651209327820800,resume-java-001,tencent_careers:2052651209327820800,3D动作策略游戏《虚环》-资深3D动效设计师,Tencent,tencent_careers,Design,Go|RAG|Unity,0.25,0.75,0.6,1.0,53.25,0.4386,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2031918119701868544,resume-ai-001,tencent_careers:2031918119701868544,Business Development Intern 107014,Tencent,tencent_careers,,Go|Security|Product|Marketing|Unity,0.0,0.25,0.55,1.0,30.4,0.1923,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
