period,role_id,role,skill,dimension,demand,source_count
2026-06,role-engineering-manager-community-support-engineering,"Engineering Manager, Community Support Engineering",Design,设计体验,1,1
2026-06,role-engineering-manager-community-support-engineering,"Engineering Manager, Community Support Engineering",Excel,办公分析,1,1
2026-06,role-engineering-manager-consumption-based-billing-licensing,"Engineering Manager, Consumption Based Billing & Licensing",Go,编程语言,1,1
2026-06,role-engineering-manager-consumption-based-billing-licensing,"Engineering Manager, Consumption Based Billing & Licensing",RAG,人工智能,1,1
2026-06,role-engineering-manager-consumption-based-billing-licensing,"Engineering Manager, Consumption Based Billing & Licensing",Design,设计体验,1,1
2026-06,role-engineering-manager-consumption-based-billing-licensing,"Engineering Manager, Consumption Based Billing & Licensing",Excel,办公分析,1,1
2026-06,role-engineering-manager-data-architecture,"Engineering Manager, Data Architecture",Go,编程语言,1,1
2026-06,role-engineering-manager-data-architecture,"Engineering Manager, Data Architecture",RAG,人工智能,1,1
2026-06,role-engineering-manager-data-architecture,"Engineering Manager, Data Architecture",Design,设计体验,1,1
2026-06,role-engineering-manager-data-architecture,"Engineering Manager, Data Architecture",Excel,办公分析,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",Python,编程语言,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",Go,编程语言,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",SQL,数据技术,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",Kafka,中间件,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",Big Data,数据工程,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",RAG,人工智能,1,1
2026-06,role-engineering-manager-data-transformation,"Engineering Manager, Data Transformation",Design,设计体验,1,1
2026-06,role-engineering-manager-development-infrastructure,"Engineering Manager, Development Infrastructure",Go,编程语言,1,1
2026-06,role-engineering-manager-development-infrastructure,"Engineering Manager, Development Infrastructure",RAG,人工智能,1,1
2026-06,role-engineering-manager-development-infrastructure,"Engineering Manager, Development Infrastructure",Design,设计体验,1,1
2026-06,role-engineering-manager-development-infrastructure,"Engineering Manager, Development Infrastructure",Excel,办公分析,1,1
2026-06,role-engineering-manager-enterprise,"Engineering Manager, Enterprise",Go,编程语言,1,1
2026-06,role-engineering-manager-enterprise,"Engineering Manager, Enterprise",RAG,人工智能,1,1
2026-06,role-engineering-manager-enterprise,"Engineering Manager, Enterprise",Design,设计体验,1,1
2026-06,role-engineering-manager-guest-host,"Engineering Manager, Guest & Host",Go,编程语言,1,1
2026-06,role-engineering-manager-guest-host,"Engineering Manager, Guest & Host",Machine Learning,人工智能,1,1
2026-06,role-engineering-manager-guest-host,"Engineering Manager, Guest & Host",RAG,人工智能,1,1
2026-06,role-engineering-manager-guest-host,"Engineering Manager, Guest & Host",Design,设计体验,1,1
2026-06,role-engineering-manager-guest-host,"Engineering Manager, Guest & Host",Excel,办公分析,1,1
2026-06,role-engineering-manager-hadr,"Engineering Manager, HADR",Go,编程语言,1,1
2026-06,role-engineering-manager-hadr,"Engineering Manager, HADR",Kafka,中间件,1,1
2026-06,role-engineering-manager-hadr,"Engineering Manager, HADR",Big Data,数据工程,1,1
2026-06,role-engineering-manager-hadr,"Engineering Manager, HADR",RAG,人工智能,1,1
2026-06,role-engineering-manager-hadr,"Engineering Manager, HADR",Design,设计体验,1,1
2026-06,role-engineering-manager-merchant-tablet,"Engineering Manager, Merchant Tablet",Go,编程语言,1,1
2026-06,role-engineering-manager-merchant-tablet,"Engineering Manager, Merchant Tablet",RAG,人工智能,1,1
2026-06,role-engineering-manager-merchant-tablet,"Engineering Manager, Merchant Tablet",Design,设计体验,1,1
2026-06,role-engineering-manager-merchant-tablet,"Engineering Manager, Merchant Tablet",Excel,办公分析,1,1
2026-06,role-engineering-manager-reliability-platform,"Engineering Manager, Reliability Platform",Go,编程语言,1,1
2026-06,role-engineering-manager-reliability-platform,"Engineering Manager, Reliability Platform",Kafka,中间件,1,1
2026-06,role-engineering-manager-reliability-platform,"Engineering Manager, Reliability Platform",RAG,人工智能,1,1
2026-06,role-engineering-manager-reliability-platform,"Engineering Manager, Reliability Platform",Design,设计体验,1,1
2026-06,role-engineering-manager-reliability-platform,"Engineering Manager, Reliability Platform",Excel,办公分析,1,1
2026-06,role-engineering-manager-research-productivity,"Engineering Manager, Research Productivity",Go,编程语言,1,1
2026-06,role-engineering-manager-research-productivity,"Engineering Manager, Research Productivity",Machine Learning,人工智能,1,1
2026-06,role-engineering-manager-research-productivity,"Engineering Manager, Research Productivity",RAG,人工智能,1,1
2026-06,role-engineering-manager-research-productivity,"Engineering Manager, Research Productivity",Design,设计体验,1,1
2026-06,role-engineering-manager-terminal,"Engineering Manager, Terminal",RAG,人工智能,1,1
2026-06,role-engineering-manager-terminal,"Engineering Manager, Terminal",Design,设计体验,1,1
2026-06,role-engineering-manager-terminal,"Engineering Manager, Terminal",Excel,办公分析,1,1
2026-06,role-engineering-manager-workflow-orchestration,"Engineering Manager, Workflow Orchestration",RAG,人工智能,1,1
2026-06,role-engineering-manager-workflow-orchestration,"Engineering Manager, Workflow Orchestration",Design,设计体验,1,1
2026-06,role-engineering-manager-workflow-orchestration,"Engineering Manager, Workflow Orchestration",Excel,办公分析,1,1
2026-06,role-enterprise-account-executive,Enterprise Account Executive,Go,编程语言,1,1
2026-06,role-enterprise-account-executive,Enterprise Account Executive,RAG,人工智能,1,1
2026-06,role-enterprise-account-executive,Enterprise Account Executive,Testing,质量保障,1,1
2026-06,role-enterprise-account-executive,Enterprise Account Executive,Design,设计体验,1,1
2026-06,role-enterprise-account-executive,Enterprise Account Executive,Excel,办公分析,1,1
2026-06,role-enterprise-account-executive-doordash-for-business,"Enterprise Account Executive, DoorDash for Business",Go,编程语言,2,1
2026-06,role-enterprise-account-executive-doordash-for-business,"Enterprise Account Executive, DoorDash for Business",RAG,人工智能,2,1
2026-06,role-enterprise-account-executive-doordash-for-business,"Enterprise Account Executive, DoorDash for Business",Design,设计体验,2,1
2026-06,role-enterprise-account-executive-doordash-for-business,"Enterprise Account Executive, DoorDash for Business",Excel,办公分析,2,1
2026-06,role-enterprise-account-executive-financial-services-insurance,"Enterprise Account Executive, Financial Services & Insurance",Go,编程语言,1,1
2026-06,role-enterprise-account-executive-financial-services-insurance,"Enterprise Account Executive, Financial Services & Insurance",RAG,人工智能,1,1
2026-06,role-enterprise-account-executive-financial-services-insurance,"Enterprise Account Executive, Financial Services & Insurance",Design,设计体验,1,1
2026-06,role-enterprise-account-executive-financial-services-insurance,"Enterprise Account Executive, Financial Services & Insurance",Excel,办公分析,1,1
2026-06,role-enterprise-account-executive-telecommunications,"Enterprise Account Executive, Telecommunications",Go,编程语言,1,1
2026-06,role-enterprise-account-executive-telecommunications,"Enterprise Account Executive, Telecommunications",RAG,人工智能,1,1
2026-06,role-enterprise-account-executive-telecommunications,"Enterprise Account Executive, Telecommunications",Design,设计体验,1,1
2026-06,role-enterprise-account-executive-telecommunications,"Enterprise Account Executive, Telecommunications",Excel,办公分析,1,1
2026-06,role-enterprise-product-support-manager,Enterprise Product Support Manager,Go,编程语言,1,1
2026-06,role-enterprise-product-support-manager,Enterprise Product Support Manager,RAG,人工智能,1,1
2026-06,role-enterprise-product-support-manager,Enterprise Product Support Manager,Design,设计体验,1,1
2026-06,role-enterprise-product-support-manager,Enterprise Product Support Manager,Excel,办公分析,1,1
2026-06,role-enterprise-support-specialist-korean-speaking,"Enterprise Support Specialist, Korean Speaking",Machine Learning,人工智能,1,1
2026-06,role-enterprise-support-specialist-korean-speaking,"Enterprise Support Specialist, Korean Speaking",Design,设计体验,1,1
2026-06,role-entrepreneur-in-residence,Entrepreneur in Residence,Go,编程语言,1,1
2026-06,role-entrepreneur-in-residence,Entrepreneur in Residence,Design,设计体验,1,1
2026-06,role-executive-assistant,Executive Assistant,Go,编程语言,1,1
2026-06,role-executive-assistant,Executive Assistant,RAG,人工智能,1,1
2026-06,role-executive-assistant,Executive Assistant,Design,设计体验,1,1
2026-06,role-executive-assistant,Executive Assistant,Excel,办公分析,1,1
2026-06,role-executive-assistant-engineering,"Executive Assistant, Engineering",Go,编程语言,1,1
2026-06,role-executive-assistant-engineering,"Executive Assistant, Engineering",RAG,人工智能,1,1
2026-06,role-executive-assistant-engineering,"Executive Assistant, Engineering",Design,设计体验,1,1
2026-06,role-executive-engagement-lead-office-of-the-cro,"Executive Engagement Lead, Office of the CRO",Go,编程语言,1,1
2026-06,role-executive-engagement-lead-office-of-the-cro,"Executive Engagement Lead, Office of the CRO",RAG,人工智能,1,1
2026-06,role-executive-engagement-lead-office-of-the-cro,"Executive Engagement Lead, Office of the CRO",Design,设计体验,1,1
2026-06,role-executive-escalations-associate,Executive Escalations Associate,Go,编程语言,1,1
2026-06,role-executive-escalations-associate,Executive Escalations Associate,RAG,人工智能,1,1
2026-06,role-executive-escalations-associate,Executive Escalations Associate,Design,设计体验,1,1
2026-06,role-executive-escalations-associate,Executive Escalations Associate,Excel,办公分析,1,1
2026-06,role-executive-it-support-specialist,Executive IT Support Specialist,Go,编程语言,1,1
2026-06,role-executive-it-support-specialist,Executive IT Support Specialist,RAG,人工智能,1,1
2026-06,role-executive-it-support-specialist,Executive IT Support Specialist,Design,设计体验,1,1
2026-06,role-f-s-coe-analyst,F&S COE Analyst,Go,编程语言,1,1
2026-06,role-f-s-coe-analyst,F&S COE Analyst,SQL,数据技术,1,1
2026-06,role-f-s-coe-analyst,F&S COE Analyst,RAG,人工智能,1,1
2026-06,role-f-s-coe-analyst,F&S COE Analyst,Design,设计体验,1,1
2026-06,role-f-s-coe-analyst,F&S COE Analyst,Excel,办公分析,1,1
2026-06,role-fachinformatiker-f-r-systemintegration-ki-gest-tzte-healthcare-l-sungen-50-000-55-000-brutto-jahr,Fachinformatiker für Systemintegration KI-gestützte Healthcare-Lösungen | 50.000 - 55.000 € brutto/Jahr,RAG,人工智能,2,1
2026-06,role-field-service-engineer,Field Service Engineer,Python,编程语言,1,1
2026-06,role-field-service-engineer,Field Service Engineer,Go,编程语言,1,1
2026-06,role-field-service-engineer,Field Service Engineer,SQL,数据技术,1,1
2026-06,role-field-service-engineer,Field Service Engineer,RAG,人工智能,1,1
2026-06,role-field-service-engineer,Field Service Engineer,Design,设计体验,1,1
2026-06,role-field-service-engineer,Field Service Engineer,Excel,办公分析,1,1
2026-06,role-finops-program-manager-ai-enablement,"FinOps Program Manager, AI Enablement",SQL,数据技术,1,1
2026-06,role-finops-program-manager-ai-enablement,"FinOps Program Manager, AI Enablement",RAG,人工智能,1,1
2026-06,role-finops-program-manager-ai-enablement,"FinOps Program Manager, AI Enablement",Design,设计体验,1,1
2026-06,role-finops-program-manager-ai-enablement,"FinOps Program Manager, AI Enablement",Excel,办公分析,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,Python,编程语言,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,Go,编程语言,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,SQL,数据技术,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,RAG,人工智能,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,Design,设计体验,1,1
2026-06,role-finance-strategy-analyst,Finance & Strategy Analyst,Excel,办公分析,1,1
2026-06,role-finance-strategy-partner,Finance & Strategy Partner,Go,编程语言,1,1
2026-06,role-finance-strategy-partner,Finance & Strategy Partner,SQL,数据技术,1,1
2026-06,role-finance-strategy-partner,Finance & Strategy Partner,RAG,人工智能,1,1
2026-06,role-finance-strategy-partner,Finance & Strategy Partner,Design,设计体验,1,1
2026-06,role-finance-strategy-partner,Finance & Strategy Partner,Excel,办公分析,1,1
2026-06,role-finance-fellow-human-frontier-collective,Finance Fellow - Human Frontier Collective,Go,编程语言,2,1
2026-06,role-finance-fellow-human-frontier-collective,Finance Fellow - Human Frontier Collective,Testing,质量保障,2,1
2026-06,role-finance-fellow-human-frontier-collective,Finance Fellow - Human Frontier Collective,Design,设计体验,2,1
2026-06,role-finance-operations-coe-manager,Finance Operations & COE Manager,Go,编程语言,1,1
2026-06,role-finance-operations-coe-manager,Finance Operations & COE Manager,RAG,人工智能,1,1
2026-06,role-finance-operations-coe-manager,Finance Operations & COE Manager,Design,设计体验,1,1
2026-06,role-finance-operations-coe-manager,Finance Operations & COE Manager,Excel,办公分析,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,Python,编程语言,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,Go,编程语言,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,SQL,数据技术,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,RAG,人工智能,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,Design,设计体验,1,1
2026-06,role-finance-and-strategy-analyst,Finance and Strategy Analyst,Excel,办公分析,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,Python,编程语言,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,Go,编程语言,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,SQL,数据技术,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,RAG,人工智能,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,Design,设计体验,1,1
2026-06,role-finance-and-strategy-partner,Finance and Strategy Partner,Excel,办公分析,1,1
2026-06,role-financial-accounting-and-analysis-intern-107631,Financial Accounting and Analysis Intern 107631,Go,编程语言,1,1
2026-06,role-financial-accounting-and-analysis-intern-107631,Financial Accounting and Analysis Intern 107631,Design,设计体验,1,1
2026-06,role-financial-analyst,Financial Analyst,Design,设计体验,2,2
2026-06,role-financial-analyst,Financial Analyst,Excel,办公分析,2,2
2026-06,role-financial-analyst,Financial Analyst,SQL,数据技术,1,1
2026-06,role-financial-analyst,Financial Analyst,RAG,人工智能,1,1
2026-06,role-financial-analyst-fp-a,"Financial Analyst, FP&A",Go,编程语言,1,1
2026-06,role-financial-analyst-fp-a,"Financial Analyst, FP&A",RAG,人工智能,1,1
2026-06,role-financial-analyst-fp-a,"Financial Analyst, FP&A",Design,设计体验,1,1
2026-06,role-financial-analyst-fp-a,"Financial Analyst, FP&A",Excel,办公分析,1,1
2026-06,role-financial-crimes-operations-manager-bridge,"Financial Crimes Operations Manager, Bridge",Go,编程语言,1,1
2026-06,role-financial-crimes-operations-manager-bridge,"Financial Crimes Operations Manager, Bridge",RAG,人工智能,1,1
2026-06,role-financial-crimes-operations-manager-bridge,"Financial Crimes Operations Manager, Bridge",Design,设计体验,1,1
2026-06,role-financial-crimes-operations-manager-bridge,"Financial Crimes Operations Manager, Bridge",Excel,办公分析,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,Python,编程语言,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,Go,编程语言,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,SQL,数据技术,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,RAG,人工智能,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,Design,设计体验,1,1
2026-06,role-financial-reporting-accountant,Financial Reporting Accountant,Excel,办公分析,1,1
2026-06,role-fraud-intelligence-lead,Fraud Intelligence Lead,Python,编程语言,1,1
2026-06,role-fraud-intelligence-lead,Fraud Intelligence Lead,SQL,数据技术,1,1
2026-06,role-fraud-intelligence-lead,Fraud Intelligence Lead,RAG,人工智能,1,1
2026-06,role-fraud-intelligence-lead,Fraud Intelligence Lead,Design,设计体验,1,1
2026-06,role-fraud-operations-associate-sdc,Fraud Operations Associate SDC,Go,编程语言,1,1
2026-06,role-fraud-operations-associate-sdc,Fraud Operations Associate SDC,RAG,人工智能,1,1
2026-06,role-fraud-operations-associate-sdc,Fraud Operations Associate SDC,Design,设计体验,1,1
2026-06,role-fraud-operations-associate-sdc,Fraud Operations Associate SDC,Excel,办公分析,1,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,Go,编程语言,2,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,RAG,人工智能,2,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,Design,设计体验,2,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,Excel,办公分析,2,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,Testing,质量保障,1,1
2026-06,role-fraud-operations-manager,Fraud Operations Manager,SQL,数据技术,1,1
2026-06,role-fraud-operations-team-lead,Fraud Operations Team Lead,Go,编程语言,1,1
2026-06,role-fraud-operations-team-lead,Fraud Operations Team Lead,RAG,人工智能,1,1
2026-06,role-fraud-operations-team-lead,Fraud Operations Team Lead,Design,设计体验,1,1
2026-06,role-fraud-operations-team-lead,Fraud Operations Team Lead,Excel,办公分析,1,1
2026-06,role-fraud-patterns-analyst,Fraud Patterns Analyst,Python,编程语言,1,1
2026-06,role-fraud-patterns-analyst,Fraud Patterns Analyst,Go,编程语言,1,1
2026-06,role-fraud-patterns-analyst,Fraud Patterns Analyst,SQL,数据技术,1,1
2026-06,role-fraud-patterns-analyst,Fraud Patterns Analyst,RAG,人工智能,1,1
2026-06,role-fraud-patterns-analyst,Fraud Patterns Analyst,Design,设计体验,1,1
2026-06,role-full-stack-engineer-billing,"Full Stack Engineer, Billing",RAG,人工智能,1,1
2026-06,role-full-stack-engineer-billing,"Full Stack Engineer, Billing",Product,产品运营,1,1
2026-06,role-full-stack-engineer-billing,"Full Stack Engineer, Billing",Design,设计体验,1,1
2026-06,role-full-stack-engineer-developer-experience-product-platform,"Full Stack Engineer, Developer Experience & Product Platform",RAG,人工智能,1,1
2026-06,role-full-stack-engineer-developer-experience-product-platform,"Full Stack Engineer, Developer Experience & Product Platform",Design,设计体验,1,1
2026-06,role-full-stack-engineer-money-as-a-service,"Full Stack Engineer, Money as a Service",RAG,人工智能,2,1
2026-06,role-full-stack-engineer-money-as-a-service,"Full Stack Engineer, Money as a Service",Design,设计体验,2,1
2026-06,role-full-stack-engineer-money-as-a-service,"Full Stack Engineer, Money as a Service",Excel,办公分析,1,1
2026-06,role-full-stack-engineer,Full-Stack Engineer,Python,编程语言,1,1
2026-06,role-full-stack-engineer,Full-Stack Engineer,Go,编程语言,1,1
2026-06,role-full-stack-engineer,Full-Stack Engineer,Design,设计体验,1,1
2026-06,role-fullstack-engineer-user-auth-experience,"Fullstack Engineer, User Auth Experience",Go,编程语言,1,1
2026-06,role-fullstack-engineer-user-auth-experience,"Fullstack Engineer, User Auth Experience",RAG,人工智能,1,1
2026-06,role-fullstack-engineer-user-auth-experience,"Fullstack Engineer, User Auth Experience",Design,设计体验,1,1
2026-06,role-fullstack-engineer-user-auth-experience,"Fullstack Engineer, User Auth Experience",Excel,办公分析,1,1
2026-06,role-g-a-compensation-partner,G&A Compensation Partner,Go,编程语言,1,1
2026-06,role-g-a-compensation-partner,G&A Compensation Partner,RAG,人工智能,1,1
2026-06,role-g-a-compensation-partner,G&A Compensation Partner,Testing,质量保障,1,1
2026-06,role-g-a-compensation-partner,G&A Compensation Partner,Design,设计体验,1,1
2026-06,role-g-a-compensation-partner,G&A Compensation Partner,Excel,办公分析,1,1
2026-06,role-gl-accountant,GL Accountant,Go,编程语言,1,1
2026-06,role-gl-accountant,GL Accountant,SQL,数据技术,1,1
2026-06,role-gl-accountant,GL Accountant,RAG,人工智能,1,1
2026-06,role-gl-accountant,GL Accountant,Testing,质量保障,1,1
2026-06,role-gl-accountant,GL Accountant,Design,设计体验,1,1
2026-06,role-gl-accountant,GL Accountant,Excel,办公分析,1,1
2026-06,role-grc-program-manager,GRC Program Manager,Go,编程语言,1,1
2026-06,role-grc-program-manager,GRC Program Manager,RAG,人工智能,1,1
2026-06,role-grc-program-manager,GRC Program Manager,Product,产品运营,1,1
2026-06,role-grc-program-manager,GRC Program Manager,Design,设计体验,1,1
2026-06,role-gsi-partner-development-lead-emea,GSI Partner Development Lead- EMEA,Go,编程语言,1,1
2026-06,role-gsi-partner-development-lead-emea,GSI Partner Development Lead- EMEA,RAG,人工智能,1,1
2026-06,role-gsi-partner-development-lead-emea,GSI Partner Development Lead- EMEA,Design,设计体验,1,1
2026-06,role-gsi-partner-development-lead-emea,GSI Partner Development Lead- EMEA,Excel,办公分析,1,1
2026-06,role-gtm-operations-process-architect,GTM Operations Process Architect,Go,编程语言,1,1
2026-06,role-gtm-operations-process-architect,GTM Operations Process Architect,SQL,数据技术,1,1
2026-06,role-gtm-operations-process-architect,GTM Operations Process Architect,RAG,人工智能,1,1
2026-06,role-gtm-operations-process-architect,GTM Operations Process Architect,Design,设计体验,1,1
2026-06,role-game-engine-programmer,Game Engine Programmer,Go,编程语言,1,1
2026-06,role-game-engine-programmer,Game Engine Programmer,C++,编程语言,1,1
2026-06,role-game-engine-programmer,Game Engine Programmer,Testing,质量保障,1,1
2026-06,role-game-engine-programmer,Game Engine Programmer,Design,设计体验,1,1
2026-06,role-genai-engineer,GenAI Engineer,Python,编程语言,1,1
2026-06,role-genai-engineer,GenAI Engineer,Machine Learning,人工智能,1,1
2026-06,role-genai-engineer,GenAI Engineer,RAG,人工智能,1,1
2026-06,role-genai-engineer,GenAI Engineer,Vector Search,人工智能,1,1
2026-06,role-genai-engineer,GenAI Engineer,Design,设计体验,1,1
2026-06,role-general-manager-vp-asana-for-services-management,"General Manager & VP, Asana for Services Management",Go,编程语言,1,1
2026-06,role-general-manager-vp-asana-for-services-management,"General Manager & VP, Asana for Services Management",RAG,人工智能,1,1
2026-06,role-general-manager-vp-asana-for-services-management,"General Manager & VP, Asana for Services Management",Design,设计体验,1,1
2026-06,role-general-manager-vp-asana-for-services-management,"General Manager & VP, Asana for Services Management",Excel,办公分析,1,1
2026-06,role-geowissenschaftler,Geowissenschaftler,Design,设计体验,1,1
2026-06,role-geowissenschaftler,Geowissenschaftler,Excel,办公分析,1,1
2026-06,role-global-people-support-team-lead,Global People Support - Team Lead,Go,编程语言,1,1
2026-06,role-global-people-support-team-lead,Global People Support - Team Lead,RAG,人工智能,1,1
2026-06,role-global-people-support-team-lead,Global People Support - Team Lead,Design,设计体验,1,1
2026-06,role-global-people-support-team-lead,Global People Support - Team Lead,Excel,办公分析,1,1
2026-06,role-global-strategic-alliances-lead-emerging-gsis,"Global Strategic Alliances Lead, Emerging GSIs",Go,编程语言,1,1
2026-06,role-global-strategic-alliances-lead-emerging-gsis,"Global Strategic Alliances Lead, Emerging GSIs",RAG,人工智能,1,1
2026-06,role-global-strategic-alliances-lead-emerging-gsis,"Global Strategic Alliances Lead, Emerging GSIs",Vector Search,人工智能,1,1
2026-06,role-global-strategic-alliances-lead-emerging-gsis,"Global Strategic Alliances Lead, Emerging GSIs",Design,设计体验,1,1
2026-06,role-global-strategic-alliances-lead-emerging-gsis,"Global Strategic Alliances Lead, Emerging GSIs",Excel,办公分析,1,1
2026-06,role-governance-risk-and-compliance,Governance Risk and Compliance,Go,编程语言,1,1
2026-06,role-governance-risk-and-compliance,Governance Risk and Compliance,RAG,人工智能,1,1
2026-06,role-governance-risk-and-compliance,Governance Risk and Compliance,Design,设计体验,1,1
2026-06,role-group-tech-lead-adoption-engineering,"Group Tech Lead, Adoption Engineering",Go,编程语言,1,1
2026-06,role-group-tech-lead-adoption-engineering,"Group Tech Lead, Adoption Engineering",RAG,人工智能,1,1
2026-06,role-group-tech-lead-adoption-engineering,"Group Tech Lead, Adoption Engineering",Design,设计体验,1,1
2026-06,role-group-tech-lead-adoption-engineering,"Group Tech Lead, Adoption Engineering",Excel,办公分析,1,1
2026-06,role-growth-merchant-lead-emerging-markets,Growth Merchant Lead - Emerging Markets,Go,编程语言,5,1
2026-06,role-growth-merchant-lead-emerging-markets,Growth Merchant Lead - Emerging Markets,RAG,人工智能,5,1
2026-06,role-growth-merchant-lead-emerging-markets,Growth Merchant Lead - Emerging Markets,Design,设计体验,5,1
2026-06,role-growth-merchant-lead-emerging-markets,Growth Merchant Lead - Emerging Markets,Excel,办公分析,5,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,Python,编程语言,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,Go,编程语言,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,SQL,数据技术,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,RAG,人工智能,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,Testing,质量保障,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,Design,设计体验,1,1
2026-06,role-growth-strategy-operations-lead,Growth Strategy & Operations Lead,Excel,办公分析,1,1
2026-06,role-hr-business-partner,HR Business Partner,Go,编程语言,1,1
2026-06,role-hr-business-partner,HR Business Partner,Machine Learning,人工智能,1,1
2026-06,role-hr-business-partner,HR Business Partner,Design,设计体验,1,1
2026-06,role-head-of-apac-accounting,Head of APAC Accounting,Go,编程语言,1,1
2026-06,role-head-of-apac-accounting,Head of APAC Accounting,SQL,数据技术,1,1
2026-06,role-head-of-apac-accounting,Head of APAC Accounting,RAG,人工智能,1,1
2026-06,role-head-of-apac-accounting,Head of APAC Accounting,Design,设计体验,1,1
2026-06,role-head-of-communications-apac,"Head of Communications, APAC",RAG,人工智能,1,1
2026-06,role-head-of-communications-apac,"Head of Communications, APAC",Design,设计体验,1,1
2026-06,role-head-of-communications-apac,"Head of Communications, APAC",Excel,办公分析,1,1
2026-06,role-head-of-consolidations-intercompany,Head of Consolidations & Intercompany,Go,编程语言,1,1
2026-06,role-head-of-consolidations-intercompany,Head of Consolidations & Intercompany,RAG,人工智能,1,1
2026-06,role-head-of-consolidations-intercompany,Head of Consolidations & Intercompany,Design,设计体验,1,1
2026-06,role-head-of-finance-operations,Head of Finance Operations,SQL,数据技术,1,1
2026-06,role-head-of-finance-operations,Head of Finance Operations,RAG,人工智能,1,1
2026-06,role-head-of-finance-operations,Head of Finance Operations,Design,设计体验,1,1
2026-06,role-head-of-finance-operations,Head of Finance Operations,Excel,办公分析,1,1
2026-06,role-head-of-global-assurance,Head of Global Assurance,Go,编程语言,1,1
2026-06,role-head-of-global-assurance,Head of Global Assurance,RAG,人工智能,1,1
2026-06,role-head-of-global-assurance,Head of Global Assurance,Testing,质量保障,1,1
2026-06,role-head-of-global-assurance,Head of Global Assurance,Design,设计体验,1,1
2026-06,role-head-of-global-assurance,Head of Global Assurance,Excel,办公分析,1,1
2026-06,role-head-of-global-policy,Head of Global Policy,Go,编程语言,1,1
2026-06,role-head-of-global-policy,Head of Global Policy,RAG,人工智能,1,1
2026-06,role-head-of-global-policy,Head of Global Policy,Testing,质量保障,1,1
2026-06,role-head-of-global-policy,Head of Global Policy,Design,设计体验,1,1
2026-06,role-head-of-global-policy,Head of Global Policy,Excel,办公分析,1,1
2026-06,role-head-of-learning-quality-stripe-delivery-center,"Head of Learning & Quality, Stripe Delivery Center",Go,编程语言,1,1
2026-06,role-head-of-learning-quality-stripe-delivery-center,"Head of Learning & Quality, Stripe Delivery Center",RAG,人工智能,1,1
2026-06,role-head-of-learning-quality-stripe-delivery-center,"Head of Learning & Quality, Stripe Delivery Center",Testing,质量保障,1,1
2026-06,role-head-of-learning-quality-stripe-delivery-center,"Head of Learning & Quality, Stripe Delivery Center",Design,设计体验,1,1
2026-06,role-head-of-learning-quality-stripe-delivery-center,"Head of Learning & Quality, Stripe Delivery Center",Excel,办公分析,1,1
2026-06,role-head-of-logistics,Head of Logistics,Go,编程语言,1,1
2026-06,role-head-of-logistics,Head of Logistics,RAG,人工智能,1,1
2026-06,role-head-of-logistics,Head of Logistics,Testing,质量保障,1,1
