id,from,to,type,weight,confidence,first_seen,last_seen,evidence
role:role-软件开发项目经理->requires->skill:c,role:role-软件开发项目经理,skill:c,requires,3,0.64,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2042237988067237890
role:role-项目经理-北京->requires->skill:c,role:role-项目经理-北京,skill:c,requires,3,0.64,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1819387814606823430
role:role-项目经理-北京->requires->skill:design,role:role-项目经理-北京,skill:design,requires,3,0.64,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1819387814606823430
role:role-食品工程工程师->requires->skill:c,role:role-食品工程工程师,skill:c,requires,3,0.64,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088419373858822
role:role-食品工程工程师->requires->skill:design,role:role-食品工程工程师,skill:design,requires,3,0.64,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088419373858822
role:role-魔方技术中心-游戏引擎开发工程师->requires->skill:unity,role:role-魔方技术中心-游戏引擎开发工程师,skill:unity,requires,3,0.64,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2054896040263467008
role:security-engineer->requires->skill:data-warehouse,role:security-engineer,skill:data-warehouse,requires,3,0.64,2026-01,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4521135996
role:security-engineer->requires->skill:deep-learning,role:security-engineer,skill:deep-learning,requires,3,0.64,2025-05,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Compute-Product-Architect_R107213
role:testing-engineer->requires->skill:go,role:testing-engineer,skill:go,requires,3,0.64,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041352528490299392
role:backend-engineer->requires->skill:ios,role:backend-engineer,skill:ios,requires,2,0.61,2025-11,2026-05,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/UK-London/Software-Engineering-Intern--Backend-Development_R107174-1
role:backend-engineer->requires->skill:security,role:backend-engineer,skill:security,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2074422249078833152
role:backend-engineer->requires->skill:unity,role:backend-engineer,skill:unity,requires,2,0.61,2025-11,2026-05,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/UK-London/Software-Engineering-Intern--Backend-Development_R107174-1
role:cloud-sre-engineer->requires->skill:kafka,role:cloud-sre-engineer,skill:kafka,requires,2,0.61,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2053829015323717632
role:data-engineer->requires->skill:kafka,role:data-engineer,skill:kafka,requires,2,0.61,2025-10,2026-06,http://careers.tencent.com/jobdesc.html?postId=2043988970844614656
role:data-engineer->requires->skill:microservices,role:data-engineer,skill:microservices,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069379303518420992
role:data-engineer->requires->skill:sql,role:data-engineer,skill:sql,requires,2,0.61,2025-10,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069379303518420992
role:data-engineer->requires->skill:testing,role:data-engineer,skill:testing,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2043988970844614656
role:designer->requires->skill:big-data,role:designer,skill:big-data,requires,2,0.61,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2040982136533712896
role:designer->requires->skill:deep-learning,role:designer,skill:deep-learning,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2037425084771237888
role:designer->requires->skill:excel,role:designer,skill:excel,requires,2,0.61,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029453078671032320
role:frontend-engineer->requires->skill:big-data,role:frontend-engineer,skill:big-data,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2033551186275233792
role:frontend-engineer->requires->skill:docker,role:frontend-engineer,skill:docker,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2041772169679241216
role:operations-specialist->requires->skill:deep-learning,role:operations-specialist,skill:deep-learning,requires,2,0.61,2026-05,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4225235458
role:product-manager->requires->skill:docker,role:product-manager,skill:docker,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2011613372172361728
role:role-ai项目经理->requires->skill:c,role:role-ai项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406144767705093
role:role-bi-生态渠道总监->requires->skill:c,role:role-bi-生态渠道总监,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319440946978823
role:role-bi-生态渠道经理->requires->skill:c,role:role-bi-生态渠道经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319389478674433
role:role-business-development-manager->requires->skill:design,role:role-business-development-manager,skill:design,requires,2,0.61,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Business-Development-Manager_R107495
role:role-business-development-manager->requires->skill:go,role:role-business-development-manager,skill:go,requires,2,0.61,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Business-Development-Manager_R107495
role:role-business-development-manager->requires->skill:product,role:role-business-development-manager,skill:product,requires,2,0.61,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Business-Development-Manager_R107495
role:role-business-development-manager->requires->skill:rag,role:role-business-development-manager,skill:rag,requires,2,0.61,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Business-Development-Manager_R107495
role:role-business-development-manager->requires->skill:unity,role:role-business-development-manager,skill:unity,requires,2,0.61,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Business-Development-Manager_R107495
role:role-business-system-analyst->requires->skill:design,role:role-business-system-analyst,skill:design,requires,2,0.61,2026-02,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/France-Paris/Senior-Business-System-Analyst--Workday-Financials-_R107634
role:role-business-system-analyst->requires->skill:excel,role:role-business-system-analyst,skill:excel,requires,2,0.61,2026-02,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/France-Paris/Senior-Business-System-Analyst--Workday-Financials-_R107634
role:role-business-system-analyst->requires->skill:go,role:role-business-system-analyst,skill:go,requires,2,0.61,2026-02,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/France-Paris/Senior-Business-System-Analyst--Workday-Financials-_R107634
role:role-business-system-analyst->requires->skill:testing,role:role-business-system-analyst,skill:testing,requires,2,0.61,2026-02,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/France-Paris/Senior-Business-System-Analyst--Workday-Financials-_R107634
role:role-business-system-analyst->requires->skill:unity,role:role-business-system-analyst,skill:unity,requires,2,0.61,2026-02,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/France-Paris/Senior-Business-System-Analyst--Workday-Financials-_R107634
role:role-erp项目经理->requires->skill:c,role:role-erp项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867402955909906437
role:role-keeta-招聘->requires->skill:design,role:role-keeta-招聘,skill:design,requires,2,0.61,2026-04,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3846447254
role:role-mechanical-design-engineer->requires->skill:c,role:role-mechanical-design-engineer,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406337034600449
role:role-mechanical-design-engineer->requires->skill:design,role:role-mechanical-design-engineer,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406337034600449
role:role-procurement-manager->requires->skill:design,role:role-procurement-manager,skill:design,requires,2,0.61,2026-04,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Procurement-Manager_R107671
role:role-procurement-manager->requires->skill:excel,role:role-procurement-manager,skill:excel,requires,2,0.61,2026-04,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Procurement-Manager_R107671
role:role-procurement-manager->requires->skill:go,role:role-procurement-manager,skill:go,requires,2,0.61,2026-04,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Procurement-Manager_R107671
role:role-procurement-manager->requires->skill:unity,role:role-procurement-manager,skill:unity,requires,2,0.61,2026-04,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Procurement-Manager_R107671
role:role-project-t-ue5-引擎开发->requires->skill:unity,role:role-project-t-ue5-引擎开发,skill:unity,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2045768669480517632
role:role-pubgm电竞赛事经理->requires->skill:design,role:role-pubgm电竞赛事经理,skill:design,requires,2,0.61,2026-06,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/PUBGM_R107715-2
role:role-pubgm电竞赛事经理->requires->skill:go,role:role-pubgm电竞赛事经理,skill:go,requires,2,0.61,2026-06,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/PUBGM_R107715-2
role:role-pubgm电竞赛事经理->requires->skill:product,role:role-pubgm电竞赛事经理,skill:product,requires,2,0.61,2026-06,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/PUBGM_R107715-2
role:role-pubgm电竞赛事经理->requires->skill:unity,role:role-pubgm电竞赛事经理,skill:unity,requires,2,0.61,2026-06,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/PUBGM_R107715-2
role:role-sales-manager->requires->skill:c,role:role-sales-manager,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073318917271347205
role:role-strategic-investment-manager->requires->skill:design,role:role-strategic-investment-manager,skill:design,requires,2,0.61,2026-04,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Strategic-Investment-Manager_R107675-1
role:role-strategic-investment-manager->requires->skill:excel,role:role-strategic-investment-manager,skill:excel,requires,2,0.61,2026-04,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Strategic-Investment-Manager_R107675-1
role:role-strategic-investment-manager->requires->skill:go,role:role-strategic-investment-manager,skill:go,requires,2,0.61,2026-04,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Strategic-Investment-Manager_R107675-1
role:role-strategic-investment-manager->requires->skill:unity,role:role-strategic-investment-manager,skill:unity,requires,2,0.61,2026-04,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/Strategic-Investment-Manager_R107675-1
role:role-vd仿真工程师->requires->skill:c,role:role-vd仿真工程师,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319230371946503
role:role-vd仿真工程师->requires->skill:design,role:role-vd仿真工程师,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319230371946503
role:role-三角洲行动-ue手游引擎开发工程师->requires->skill:product,role:role-三角洲行动-ue手游引擎开发工程师,skill:product,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1935160163061309440
role:role-三角洲行动-ue手游引擎开发工程师->requires->skill:unity,role:role-三角洲行动-ue手游引擎开发工程师,skill:unity,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1935160163061309440
role:role-三角洲行动-ue端游引擎开发工程师->requires->skill:product,role:role-三角洲行动-ue端游引擎开发工程师,skill:product,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1976944145058652160
role:role-三角洲行动-ue端游引擎开发工程师->requires->skill:unity,role:role-三角洲行动-ue端游引擎开发工程师,skill:unity,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1976944145058652160
role:role-云计算工程师->requires->skill:c,role:role-云计算工程师,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867412469203877895
role:role-储备项目经理->requires->skill:c,role:role-储备项目经理,skill:c,requires,2,0.61,2026-06,2026-07,https://www.jobonline.cn/position?positionId=1856332553234833409
role:role-兼职项目经理->requires->skill:c,role:role-兼职项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073926898795307010
role:role-分项目经理->requires->skill:c,role:role-分项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008506705142759431
role:role-制造计调助理->requires->skill:product,role:role-制造计调助理,skill:product,requires,2,0.61,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35568&dataSource=1
role:role-前期报建员->requires->skill:big-data,role:role-前期报建员,skill:big-data,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867070778596671492
role:role-前期报建员->requires->skill:c,role:role-前期报建员,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867070778596671492
role:role-区域项目经理->requires->skill:c,role:role-区域项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319214324539396
role:role-华南鲜肉自营采购-鲜禽->requires->skill:product,role:role-华南鲜肉自营采购-鲜禽,skill:product,requires,2,0.61,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4408965959
role:role-国际项目经理->requires->skill:c,role:role-国际项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073681988640989191
role:role-土建工程项目经理->requires->skill:c,role:role-土建工程项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008501049304039431
role:role-土建项目经理->requires->skill:c,role:role-土建项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867416873642115077
role:role-地市级项目经理->requires->skill:c,role:role-地市级项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090406677037056
role:role-多媒体实验室-多媒体标准->requires->skill:c,role:role-多媒体实验室-多媒体标准,skill:c,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1998589513475186688
role:role-好超值理货员-15块-小时-工作轻松->requires->skill:c,role:role-好超值理货员-15块-小时-工作轻松,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074125617632927749
role:role-好超值理货员-15块-小时-工作轻松->requires->skill:go,role:role-好超值理货员-15块-小时-工作轻松,skill:go,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074125617632927749
role:role-子公司财经专员->requires->skill:c,role:role-子公司财经专员,skill:c,requires,2,0.61,2026-06,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35489&dataSource=1
role:role-实施项目经理-ka-j14833->requires->skill:c,role:role-实施项目经理-ka-j14833,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2072594618827038723
role:role-审计项目经理->requires->skill:c,role:role-审计项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867072565156265984
role:role-市场营销->requires->skill:c,role:role-市场营销,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091358351769607
role:role-市场营销->requires->skill:design,role:role-市场营销,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867091358351769607
role:role-幕墙项目经理->requires->skill:c,role:role-幕墙项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008499835229323271
role:role-建筑工程师->requires->skill:c,role:role-建筑工程师,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867406182688505861
role:role-建筑工程师->requires->skill:design,role:role-建筑工程师,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867406182688505861
role:role-异构加速框架工程师->requires->skill:c,role:role-异构加速框架工程师,skill:c,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=1958073231227375616
role:role-异构加速框架工程师->requires->skill:design,role:role-异构加速框架工程师,skill:design,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=1958073231227375616
role:role-异构加速框架工程师->requires->skill:machine-learning,role:role-异构加速框架工程师,skill:machine-learning,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=1958073231227375616
role:role-异构加速框架工程师->requires->skill:python,role:role-异构加速框架工程师,skill:python,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=1958073231227375616
role:role-弱电项目经理->requires->skill:design,role:role-弱电项目经理,skill:design,requires,2,0.61,2026-06,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4183396688
role:role-弱电项目经理->requires->skill:product,role:role-弱电项目经理,skill:product,requires,2,0.61,2026-06,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4183396688
role:role-战略投资经理->requires->skill:product,role:role-战略投资经理,skill:product,requires,2,0.61,2025-10,2026-05,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/-BD-Coverage--_R107445-2
role:role-技术->requires->skill:product,role:role-技术,skill:product,requires,2,0.61,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31900&dataSource=1
role:role-技术型项目经理->requires->skill:c,role:role-技术型项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2072594817188126727
role:role-技术项目经理-机器人->requires->skill:c,role:role-技术项目经理-机器人,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074407159537483779
role:role-摄像头工艺工程师->requires->skill:product,role:role-摄像头工艺工程师,skill:product,requires,2,0.61,2026-06,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35496&dataSource=1
role:role-数据分析师-电商->requires->skill:c,role:role-数据分析师-电商,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319318976880642
role:role-施工项目经理->requires->skill:c,role:role-施工项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867412991931334657
role:role-智慧零售-大客户销售经理-公有云销售->requires->skill:big-data,role:role-智慧零售-大客户销售经理-公有云销售,skill:big-data,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2055196066541907968
role:role-智慧零售-大客户销售经理-公有云销售->requires->skill:product,role:role-智慧零售-大客户销售经理-公有云销售,skill:product,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2055196066541907968
role:role-机电安装工程项目经理->requires->skill:c,role:role-机电安装工程项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090517003747333
role:role-标项目经理->requires->skill:c,role:role-标项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867406174736236551
role:role-测绘项目经理->requires->skill:c,role:role-测绘项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090827835359239
role:role-消防工程项目经理->requires->skill:c,role:role-消防工程项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867419444557922309
role:role-渠道销售专员->requires->skill:c,role:role-渠道销售专员,skill:c,requires,2,0.61,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=34343&dataSource=1
role:role-王者荣耀世界-ue引擎开发->requires->skill:c,role:role-王者荣耀世界-ue引擎开发,skill:c,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029453080659128320
role:role-王者荣耀世界-ue引擎开发->requires->skill:design,role:role-王者荣耀世界-ue引擎开发,skill:design,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029453080659128320
role:role-王者荣耀世界-ue引擎开发->requires->skill:product,role:role-王者荣耀世界-ue引擎开发,skill:product,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029453080659128320
role:role-王者荣耀世界-ue引擎开发->requires->skill:unity,role:role-王者荣耀世界-ue引擎开发,skill:unity,requires,2,0.61,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029453080659128320
role:role-电气工程师02-北京->requires->skill:c,role:role-电气工程师02-北京,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1625872746737319937
role:role-电气工程师02-北京->requires->skill:design,role:role-电气工程师02-北京,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1625872746737319937
role:role-电话销售专员->requires->skill:c,role:role-电话销售专员,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088288708837377
role:role-电话销售专员->requires->skill:design,role:role-电话销售专员,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088288708837377
role:role-硬件项目经理->requires->skill:c,role:role-硬件项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061122521960562695
role:role-网络工程师->requires->skill:big-data,role:role-网络工程师,skill:big-data,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867077183416451075
role:role-网络工程师->requires->skill:c,role:role-网络工程师,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867077183416451075
role:role-腾讯云汽车行业大客户销售经理->requires->skill:product,role:role-腾讯云汽车行业大客户销售经理,skill:product,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1610171352088584192
role:role-芯片验证工程师->requires->skill:design,role:role-芯片验证工程师,skill:design,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2011617155061276672
role:role-芯片验证工程师->requires->skill:python,role:role-芯片验证工程师,skill:python,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2011617155061276672
role:role-芯片验证工程师->requires->skill:testing,role:role-芯片验证工程师,skill:testing,requires,2,0.61,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2011617155061276672
role:role-行业解决方案销售->requires->skill:c,role:role-行业解决方案销售,skill:c,requires,2,0.61,2025-04,2025-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=21022&dataSource=1
role:role-行业解决方案销售->requires->skill:design,role:role-行业解决方案销售,skill:design,requires,2,0.61,2025-04,2025-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=21022&dataSource=1
role:role-行业解决方案销售->requires->skill:product,role:role-行业解决方案销售,skill:product,requires,2,0.61,2025-04,2025-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=21022&dataSource=1
role:role-装修施工员->requires->skill:c,role:role-装修施工员,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867421636387815426
role:role-装修施工员->requires->skill:design,role:role-装修施工员,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867421636387815426
role:role-装修项目主管->requires->skill:c,role:role-装修项目主管,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088772940840960
role:role-装修项目主管->requires->skill:design,role:role-装修项目主管,skill:design,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088772940840960
role:role-装饰装修项目经理->requires->skill:c,role:role-装饰装修项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867061777016307716
role:role-试制验证工程师->requires->skill:c,role:role-试制验证工程师,skill:c,requires,2,0.61,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35561&dataSource=1
role:role-试制验证工程师->requires->skill:design,role:role-试制验证工程师,skill:design,requires,2,0.61,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35561&dataSource=1
role:role-试制验证工程师->requires->skill:product,role:role-试制验证工程师,skill:product,requires,2,0.61,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35561&dataSource=1
role:role-财经专员->requires->skill:product,role:role-财经专员,skill:product,requires,2,0.61,2026-05,2026-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31714&dataSource=1
role:role-资金专员->requires->skill:c,role:role-资金专员,skill:c,requires,2,0.61,2026-03,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=34552&dataSource=1
role:role-资金专员->requires->skill:product,role:role-资金专员,skill:product,requires,2,0.61,2026-06,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35583&dataSource=1
role:role-销售项目经理->requires->skill:c,role:role-销售项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867109754414055426
role:role-门窗幕墙项目经理->requires->skill:c,role:role-门窗幕墙项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867110058304225287
role:role-闪购-食品采销->requires->skill:product,role:role-闪购-食品采销,skill:product,requires,2,0.61,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3977605577
role:role-项目经理主管->requires->skill:c,role:role-项目经理主管,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089376824147973
role:role-项目经理室内精装->requires->skill:c,role:role-项目经理室内精装,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867065797642829830
role:role-驻外项目经理->requires->skill:c,role:role-驻外项目经理,skill:c,requires,2,0.61,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867068543972294663
role:backend-engineer->requires->skill:marketing,role:backend-engineer,skill:marketing,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2035224446381486080
role:backend-engineer->requires->skill:testing,role:backend-engineer,skill:testing,requires,1,0.58,2025-11,2025-11,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/New-Zealand-Auckland/Game-Backend-Development-Intern_R106470-1
role:cloud-sre-engineer->requires->skill:prompt-engineering,role:cloud-sre-engineer,skill:prompt-engineering,requires,1,0.58,2026-04,2026-04,http://careers.tencent.com/jobdesc.html?postId=2049066752096235520
role:data-engineer->requires->skill:kubernetes,role:data-engineer,skill:kubernetes,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2043988970844614656
role:data-engineer->requires->skill:machine-learning,role:data-engineer,skill:machine-learning,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069379303518420992
role:data-engineer->requires->skill:python,role:data-engineer,skill:python,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069379303518420992
role:data-engineer->requires->skill:security,role:data-engineer,skill:security,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4605440328
role:designer->requires->skill:prompt-engineering,role:designer,skill:prompt-engineering,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2055186895503273984
